 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),33816,75541,48507,79723,62351,62535,49675,64679,56408,56525,51039, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),93,--,--,--,--,--,10,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1905,56,192,4894,176,107,418,1458,570,1405,677, 
 经营活动现金流入小计(万元),35815,75597,48699,84617,62528,62643,50103,66137,56978,57930,51716, 
 购买商品、接受劳务支付的现金(万元),15040,79565,71193,60048,46433,62373,84817,61765,41741,45596,37586, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13470,9662,2959,3082,3217,2650,2098,1648,1458,1352,977, 
 支付的各项税费(万元),3456,877,1687,2153,833,1938,2555,5081,3803,3113,2908, 
 支付的其他与经营活动有关的现金(万元),3796,3495,4346,1898,2783,5696,3489,1203,2130,829,1197, 
 经营活动现金流出小计(万元),35762,93600,80185,67181,53266,72657,92959,69697,49133,50890,42668, 
 经营活动产生的现金流量净额(万元),53,-18003,-31486,17436,9262,-10015,-42856,-3560,7845,7040,9047, 
 收回投资所收到的现金(万元),1256,66602,--,--,--,--,--,--,42,55,130, 
 取得投资收益所收到的现金(万元),83,323,383,--,--,--,--,--,4,1,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,1,387,500,69,50,20,3,--,--,2, 
 处置子公司及其他营业单位收到的现金净额(万元),17,60068,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1058,1534,1670,2013,1738,938,1103,225,130,198,169, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2415,128529,2441,2514,1807,987,1123,228,176,253,301, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),56547,87097,82928,111,4969,11035,7850,4180,1625,1349,4841, 
 投资所支付的现金(万元),800,24472,47602,--,--,--,3,--,--,20,15, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),206,14772,60,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,24731,4,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),57553,151072,130594,111,4969,11035,7853,4180,1625,1369,4856, 
 投资活动产生的现金流量净额(万元),-55139,-22544,-128154,2403,-3162,-10048,-6730,-3953,-1449,-1116,-4556, 
 吸收投资收到的现金(万元),--,--,172665,--,--,--,36186,--,326,--,87, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,326,--,87, 
 取得借款收到的现金(万元),100950,30900,43800,95531,49020,71096,46350,27396,14950,5350,8120, 
 发行债券收到的现金(万元),--,--,--,--,--,--,24680,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4377,100570,5342,--,--,97,--,2008,--,--,--, 
 筹资活动现金流入小计(万元),105327,131470,221807,95531,49020,71193,107216,29404,15276,5350,8207, 
 偿还债务支付的现金(万元),9050,91399,60696,95508,48666,68050,36596,12450,11550,7350,11820, 
 分配股利、利润或偿付利息所支付的现金(万元),4377,3241,2106,4531,4160,4964,3298,3202,2193,1566,2689, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,600, 
 支付其他与筹资活动有关的现金(万元),--,--,1883,6526,5971,67,1205,76,6361,380,2144, 
 筹资活动现金流出小计(万元),13427,94640,64685,106565,58797,73081,41098,15728,20104,9296,16653, 
 筹资活动产生的现金流量净额(万元),91901,36830,157122,-11034,-9777,-1888,66118,13676,-4828,-3946,-8446, 
 汇率变动对现金及现金等价物的影响(万元),-8,-72,84,14,-32,-10,38,-7,--,--,--, 
 现金及现金等价物净增加额(万元),36806,-3789,-2434,8819,-3710,-21960,16570,6157,1569,1978,-3954, 
 加:期初现金及现金等价物余额(万元),7727,11516,13942,5124,8833,30794,14224,8067,6498,4519,8474, 
 期末现金及现金等价物余额(万元),44534,7727,11508,13942,5124,8833,30794,14224,8067,6498,4519, 
 净利润(万元),-9454,1959,-9981,252,1124,-6230,4525,7379,5632,3841,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),39,-163,3129,440,680,1297,1347,513,469,445,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4390,5474,3573,3587,3253,2207,2219,1997,2031,1775,--, 
 无形资产摊销(万元),2626,1280,130,132,134,114,102,98,80,60,--, 
 长期待摊费用摊销(万元),2814,1604,25,38,30,10,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,28,-264,-312,23,118,-1,8,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,15,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,-3,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),3310,3449,898,2628,3125,2989,796,730,277,95,--, 
 投资损失(万元),-82,-14782,-499,--,--,--,3,--,-4,-25,--, 
 递延所得税资产减少(万元),-2842,176,-2739,268,374,-2517,-203,-186,-36,-191,--, 
 递延所得税负债增加(万元),--,--,--,--,-7,7,--,--,--,--,--, 
 存货的减少(万元),-1,-15060,27647,5695,-16014,6168,-22653,-15143,-1208,-11089,--, 
 经营性应收项目的减少(万元),-3931,-7061,-19626,-2769,-11135,-1549,-20123,1524,-12712,1889,--, 
 经营性应付项目的增加(万元),3185,5094,-32847,5610,27958,-11030,-8850,-480,13301,10244,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,-931,1867,-282,-1600,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),53,-18003,-31486,17436,9262,-10015,-42856,-3560,7845,7040,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,3750,5886,--,--,--,--,--,--,--, 
 现金的期末余额(万元),44534,7727,11508,13942,5124,8833,30794,14224,8067,6498,4519, 
 现金的期初余额(万元),7727,11516,13942,5124,8833,30794,14224,8067,6498,4519,8474, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),36806,-3789,-2434,8819,-3710,-21960,16570,6157,1569,1978,-3954, 

