 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),--,60299,111284,121067,172263,148567,156847,159423,141733,80001,110524, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,165587,386657,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),146377,165477,111444,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),89500,17586,154000,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),661428,232423,274239,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,377,--,220,96,48,515,646,145, 
 收到的其他与经营活动有关的现金(万元),64553,29087,7163,1122,881,748,2398,326,1941,218,2488, 
 经营活动现金流入小计(万元),1011023,275097,383891,122566,173144,149535,159341,159796,144189,80865,113157, 
 购买商品、接受劳务支付的现金(万元),1117,52014,68615,75227,138604,142079,134727,150282,121198,69860,93229, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),37205,30877,25435,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),57438,36045,26490,10340,12271,5798,4752,9271,7752,5732,6319, 
 支付的各项税费(万元),20927,26296,18701,6132,7796,5553,6198,5525,5129,2439,4759, 
 支付的其他与经营活动有关的现金(万元),31319,36988,43482,4194,1735,1685,1561,1084,3000,3153,1614, 
 经营活动现金流出小计(万元),843878,659152,1007266,95893,160406,155115,147239,166161,137079,81183,105922, 
 经营活动产生的现金流量净额(万元),167145,-384055,-623375,26673,12738,-5580,12102,-6365,7110,-318,7236, 
 收回投资所收到的现金(万元),7605,42729,3290,--,--,--,--,--,--,--,900, 
 取得投资收益所收到的现金(万元),15883,12197,4,--,--,--,--,--,--,146,782, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,120,67,11,10,9,--,--,26,6,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,27156,--,--,--,--,--,--,--,2827,--, 
 收到的其他与投资活动有关的现金(万元),--,21726,913272,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),23495,103927,916633,11,10,9,0,0,26,2979,1690, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20135,7880,2718,2588,4782,8124,8064,5865,3228,1941,5115, 
 投资所支付的现金(万元),72385,181796,44917,--,--,--,--,--,701,2509,808, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),50,4707,346500,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),92571,194383,394135,2588,4782,8124,8064,5865,3930,4450,5923, 
 投资活动产生的现金流量净额(万元),-69075,-90455,522498,-2577,-4772,-8115,-8064,-5865,-3903,-1471,-4233, 
 吸收投资收到的现金(万元),--,--,686501,600,--,--,34700,--,6106,--,7150, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,600,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),10139,12792,10000,21980,40250,49953,17000,35923,10000,26500,33874, 
 发行债券收到的现金(万元),--,194000,471000,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),2189,50000,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),12328,256792,1167501,22580,40250,49953,51700,35923,16106,26500,41024, 
 偿还债务支付的现金(万元),11333,3539,200875,36230,47500,35453,44490,16933,4500,19500,37675, 
 分配股利、利润或偿付利息所支付的现金(万元),37286,21325,880,10323,7266,6133,5639,3303,9961,5761,767, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),66128,--,--,--,--,--,578,421,--,--,6000, 
 筹资活动现金流出小计(万元),114746,24863,201755,46554,54766,41587,50707,20657,14461,25261,44443, 
 筹资活动产生的现金流量净额(万元),-102419,231928,965746,-23973,-14516,8367,993,15266,1645,1239,-3418, 
 汇率变动对现金及现金等价物的影响(万元),226,-632,259,20,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-4122,-243214,865128,142,-6549,-5329,5031,3036,4851,-550,-416, 
 加:期初现金及现金等价物余额(万元),625989,869203,4075,3933,10482,15811,10780,7744,2893,3442,3859, 
 期末现金及现金等价物余额(万元),621867,625989,869203,4075,3933,10482,15811,10780,7744,2893,3442, 
 净利润(万元),-54427,58070,49884,2605,9336,9063,6555,7199,7309,6691,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),18999,1998,244,279,344,8,-9,-136,-170,283,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1946,3093,4015,3077,2554,2180,1858,1610,1458,1180,--, 
 无形资产摊销(万元),1083,717,282,101,96,96,115,111,108,110,--, 
 长期待摊费用摊销(万元),1545,1004,534,114,36,30,34,58,93,80,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),5,73,98,109,280,139,512,125,121,-7,--, 
 固定资产报废损失(万元),69,92,2,--,--,--,--,--,--,6,--, 
 公允价值变动损失(万元),45130,4915,-14039,--,--,--,--,--,--,20,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),38090,11933,6370,2231,1288,1133,1719,1803,961,509,--, 
 投资损失(万元),-16422,-14958,-277,--,--,--,--,--,761,1273,--, 
 递延所得税资产减少(万元),-9458,-306,74,-28,-56,13,-7,11,60,-77,--, 
 递延所得税负债增加(万元),-1821,-1277,3049,-1,67,--,--,--,--,--,--, 
 存货的减少(万元),330,-768,-10827,10161,-1294,-4510,-6062,5921,-2811,-5483,--, 
