 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),174036,143893,83605,88114,84772,81003,61689, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),784,1170,284,88,284,217,119, 
 收到的其他与经营活动有关的现金(万元),1749,649,679,222,87,76,44, 
 经营活动现金流入小计(万元),176569,145712,84568,88424,85143,81296,61852, 
 购买商品、接受劳务支付的现金(万元),112437,93007,55937,50680,50351,47531,42765, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),25031,21713,11073,12519,10032,8378,6057, 
 支付的各项税费(万元),9160,15057,16594,4436,3688,3166,2396, 
 支付的其他与经营活动有关的现金(万元),11595,11000,8395,10118,11978,9970,7110, 
 经营活动现金流出小计(万元),158223,140777,91999,77752,76050,69046,58328, 
 经营活动产生的现金流量净额(万元),18346,4935,-7431,10671,9094,12250,3525, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),62,--,--,--,1,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,22,24,56,0,2,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,23085,72463,--,--,--,--, 
