 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),35499,37248,42564,40204,30107,29663,31894, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),849,1129,459,553,829,960,1793, 
 收到的其他与经营活动有关的现金(万元),956,630,738,868,419,1106,291, 
 经营活动现金流入小计(万元),37304,39007,43761,41626,31356,31729,33978, 
 购买商品、接受劳务支付的现金(万元),19645,19641,20553,20799,17837,16667,20226, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4763,4188,4153,3651,3345,3278,2782, 
 支付的各项税费(万元),1490,2441,2383,1604,1166,1030,1913, 
 支付的其他与经营活动有关的现金(万元),3037,3127,3132,2861,2732,2986,2966, 
 经营活动现金流出小计(万元),28935,29396,30220,28915,25080,23961,27887, 
 经营活动产生的现金流量净额(万元),8370,9611,13541,12711,6276,7768,6092, 
 收回投资所收到的现金(万元),68602,17600,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,15,66,64,93,11, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),577,--,2,339,200,22,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,300, 
 收到的其他与投资活动有关的现金(万元),--,75,50,430,180,390,230, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),69179,17674,67,835,445,505,541, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4893,1856,1482,3965,2466,5700,4925, 
 投资所支付的现金(万元),69881,50100,--,--,200,503,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,10,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),74774,51956,1482,3965,2666,6213,4925, 
 投资活动产生的现金流量净额(万元),-5595,-34282,-1415,-3130,-2222,-5708,-4384, 
 吸收投资收到的现金(万元),--,38800,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,900,9304,12361,18303,15261,15238, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),55,--,--,--,--,--,5960, 
 筹资活动现金流入小计(万元),55,39700,9304,12361,18303,15261,21199, 
 偿还债务支付的现金(万元),122,4100,14313,16508,18369,13641,16396, 
 分配股利、利润或偿付利息所支付的现金(万元),3002,3043,6266,3763,1854,2743,3945, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,2027,76,1895,1918,1960,1300, 
 筹资活动现金流出小计(万元),3124,9170,20655,22166,22140,18344,21641, 
 筹资活动产生的现金流量净额(万元),-3069,30530,-11351,-9805,-3838,-3083,-443, 
 汇率变动对现金及现金等价物的影响(万元),45,-237,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-250,5622,775,-224,217,-1023,1265, 
 加:期初现金及现金等价物余额(万元),7119,1497,722,946,729,1753,488, 
 期末现金及现金等价物余额(万元),6869,7119,1497,722,946,729,1753, 
 净利润(万元),7469,8592,9236,7810,3145,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),283,231,-21,56,128,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2902,2773,2810,2734,2765,--,--, 
 无形资产摊销(万元),71,45,49,79,35,--,--, 
 长期待摊费用摊销(万元),--,--,--,3,16,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-15,0,389,220,5,--,--, 
 固定资产报废损失(万元),4,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),-42,277,255,811,942,--,--, 
 投资损失(万元),-1639,-284,-15,-66,-64,--,--, 
 递延所得税资产减少(万元),-25,-23,36,-41,-19,--,--, 
