 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),40150,40436,39078,41967,41715,32105,32262,21345,17589,13797,9839,5172, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 收到的税费返还(万元),--,--,--,--,--,--,11,--,11,0,0,--, 
 收到的其他与经营活动有关的现金(万元),2440,1484,2584,1513,1884,1996,1747,629,807,617,1038,910, 
 经营活动现金流入小计(万元),42590,41920,41663,43480,43600,34102,34020,21974,18407,14413,10877,6083, 
 购买商品、接受劳务支付的现金(万元),20552,17682,14716,14781,16916,11685,11634,9238,6694,4871,3345,1845, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 支付给职工以及为职工支付的现金(万元),13738,13942,16268,18810,15440,12900,10729,5693,4103,2899,2179,1033, 
 支付的各项税费(万元),1475,2961,1597,3247,2932,2903,3037,1677,2044,959,1130,394, 
 支付的其他与经营活动有关的现金(万元),2765,2734,3531,3244,2917,2145,3354,2403,2219,1928,2416,1537, 
 经营活动现金流出小计(万元),38530,37319,36111,40083,38205,29633,28754,19011,15060,10657,9070,4808, 
 经营活动产生的现金流量净额(万元),4060,4601,5551,3397,5395,4469,5266,2964,3346,3756,1807,1275, 
 收回投资所收到的现金(万元),110339,16,--,--,--,9100,--,--,0,0,300,--, 
 取得投资收益所收到的现金(万元),1494,922,--,--,--,74,--,--,0,0,30,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,1,6,4,883,0,1,--,70,0,8,--, 
 处置子公司及其他营业单位收到的现金净额(万元),5374,3340,3365,--,--,--,--,--,0,0,0,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,1819,--,0,0,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 投资活动现金流入小计(万元),117210,4279,3371,4,883,9174,1820,0,70,0,338,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),145,963,22352,7599,485,299,5182,1440,2469,659,1661,46, 
 投资所支付的现金(万元),113524,400,645,2000,--,9100,2784,--,0,0,41,437, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,428,428,--,--,0,0,0,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 投资活动现金流出小计(万元),113669,1363,22997,9599,913,9827,7966,1440,2469,659,1702,483, 
 投资活动产生的现金流量净额(万元),3542,2916,-19626,-9595,-30,-652,-6146,-1440,-2399,-659,-1363,-483, 
 吸收投资收到的现金(万元),120,59181,8609,70,1328,2660,--,32300,0,0,0,416, 
 其中：子公司吸收少数股东投资收到的现金(万元),120,20,665,70,550,--,--,--,0,0,0,--, 
 取得借款收到的现金(万元),--,--,950,500,405,--,--,--,1000,990,750,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 收到其他与筹资活动有关的现金(万元),132,--,--,--,--,--,--,--,741,0,0,--, 
 筹资活动现金流入小计(万元),252,59181,9559,570,1733,2660,0,32300,1741,990,750,416, 
 偿还债务支付的现金(万元),--,950,500,205,200,--,--,1000,990,750,0,--, 
 分配股利、利润或偿付利息所支付的现金(万元),2194,1364,1006,1813,1367,1340,1410,28,54,662,238,1263, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,70,--,0,0,0,--, 
 支付其他与筹资活动有关的现金(万元),3729,4617,1457,121,--,--,--,698,0,0,0,--, 
 筹资活动现金流出小计(万元),5923,6931,2963,2138,1567,1340,1410,1726,1044,1412,238,1263, 
 筹资活动产生的现金流量净额(万元),-5671,52250,6595,-1568,166,1320,-1410,30574,697,-422,512,-847, 
 汇率变动对现金及现金等价物的影响(万元),13,-16,18,15,0,-5,-1,-9,-5,-0,0,--, 
 现金及现金等价物净增加额(万元),1944,59751,-7461,-7751,5532,5132,-2291,32089,1640,2674,955,-55, 
 加:期初现金及现金等价物余额(万元),91723,31972,39433,47184,41652,36521,38812,6722,5082,2408,1453,1516, 
 期末现金及现金等价物余额(万元),93667,91723,31972,39433,47184,41652,36521,38812,6722,5082,2408,1461, 
 净利润(万元),5664,3205,5028,4290,7513,6311,5038,5346,4366,2989,2145,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 资产减值准备(万元),785,460,451,138,148,228,86,155,53,78,105,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1607,1426,728,673,676,735,573,338,226,184,116,--, 
 无形资产摊销(万元),860,886,795,61,1,18,15,--,0,0,0,--, 
 长期待摊费用摊销(万元),68,235,108,108,155,30,11,--,0,27,5,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2,-1,-15,65,6,3,0,--,8,1,0,--, 
