 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),2263443,2258056,2081992,1312960,523655,494244,897468,630616,519320,419995, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1286,354,48,136,288,442,612,550,979,362, 
 收到的其他与经营活动有关的现金(万元),9577,12076,4236,8209,5385,2485,1744,1120,154,267, 
 经营活动现金流入小计(万元),2274307,2270487,2086276,1321305,529328,497171,899824,632286,520452,420624, 
 购买商品、接受劳务支付的现金(万元),2186188,2343220,2013304,1347553,491890,452612,934422,606772,493713,400744, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4037,2936,2323,2920,4200,2887,2584,2258,2113,1309, 
 支付的各项税费(万元),4094,2087,1883,736,1306,4930,6576,8253,5375,4557, 
 支付的其他与经营活动有关的现金(万元),10225,7521,10406,10840,8504,10637,11157,11585,11624,10357, 
 经营活动现金流出小计(万元),2204544,2355764,2027916,1362049,505900,471067,954740,628868,512825,416967, 
 经营活动产生的现金流量净额(万元),69763,-85278,58360,-40744,23428,26104,-54916,3418,7627,3657, 
 收回投资所收到的现金(万元),143430,109230,1838,1623,5757,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),6287,760,860,2941,78,--,--,262,376,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1333,990,--,3,13,0,4,--,1537,232, 
 处置子公司及其他营业单位收到的现金净额(万元),534,--,--,60,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,20,--,0,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),151583,111000,2698,4627,5848,0,4,262,1913,232, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),41862,2087,1313,204,157,842,483,168,537,2150, 
 投资所支付的现金(万元),217163,134498,10973,42575,1131,6143,113,193,--,108, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),16,7045,62996,29041,--,--,52,--,12407,--, 
 支付的其他与投资活动有关的现金(万元),98,--,1539,--,--,--,--,32,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),259140,143630,76821,71820,1288,6985,647,394,12943,2257, 
 投资活动产生的现金流量净额(万元),-107557,-32630,-74123,-67193,4560,-6985,-643,-132,-11030,-2026, 
 吸收投资收到的现金(万元),150,5132,345073,4904,1400,--,30743,--,--,151, 
 其中：子公司吸收少数股东投资收到的现金(万元),150,--,--,--,1400,--,--,--,--,--, 
 取得借款收到的现金(万元),551566,434491,364365,178909,22000,33000,99461,78469,54250,34125, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),103395,103332,4250,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),655111,542955,713688,183813,23400,33000,130204,78469,54250,34276, 
 偿还债务支付的现金(万元),570120,369012,433970,55599,38500,55230,91944,63169,46210,16131, 
 分配股利、利润或偿付利息所支付的现金(万元),5677,1957,3136,1349,1448,3928,3617,2529,1526,748, 
 其中：子公司支付给少数股东的股利、利润(万元),1290,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),146001,77380,10251,3792,1535,--,--,--,--,71, 
 筹资活动现金流出小计(万元),721797,448350,447357,60740,41483,59158,95561,65699,47736,16950, 
 筹资活动产生的现金流量净额(万元),-66686,94605,266332,123073,-18083,-26158,34643,12771,6514,17326, 
 汇率变动对现金及现金等价物的影响(万元),645,-725,653,631,15,-73,-1,--,--,--, 
