 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),1007270,857765,608005,386900,243749,212688,71272,65591,62012,14772,10391, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),15576,12403,3597,3177,2190,2458,913,3275,1810,109,77, 
 收到的其他与经营活动有关的现金(万元),14660,8788,8026,4448,5291,6081,2975,2731,2272,1975,1193, 
 经营活动现金流入小计(万元),1037505,878956,619628,394526,251230,221226,75161,71597,66094,16856,11661, 
 购买商品、接受劳务支付的现金(万元),834990,640637,431942,359153,202878,154789,62615,58711,28620,6958,5944, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),71841,47578,33503,23058,17280,13513,12602,7533,3731,1934,1119, 
