 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),845459,258591,254901,162282,329495,431008,474012,555088,727917,741492,768777,621791,430330,331577, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到的税费返还(万元),11200,3608,1662,3056,3850,2811,3265,4821,10486,5413,4319,3654,14139,7862, 
 收到的其他与经营活动有关的现金(万元),34563,18319,27461,5869,3991,7015,18523,11366,16619,10263,5038,2755,5385,5279, 
 经营活动现金流入小计(万元),891222,280518,284025,171206,337336,440835,495800,571275,755022,757169,778135,628200,449854,344717, 
 购买商品、接受劳务支付的现金(万元),580210,151185,165414,202327,272139,385591,494675,605604,626335,592577,622130,469660,336954,268389, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),132138,88569,80811,122383,122828,79250,113631,106410,115592,116752,102441,84089,65532,49379, 
 支付的各项税费(万元),24449,12397,10584,4843,10989,16500,30902,39021,34650,21469,32068,23768,22704,14744, 
 支付的其他与经营活动有关的现金(万元),54204,66319,16998,39438,22416,16758,16538,10786,19035,15937,16606,13744,8362,9297, 
 经营活动现金流出小计(万元),791000,318470,273806,368991,428372,498099,655746,761821,795611,746734,773245,591260,433551,341809, 
 经营活动产生的现金流量净额(万元),100222,-37952,10218,-197785,-91037,-57264,-159946,-190545,-40589,10435,4890,36940,16302,2908, 
 收回投资所收到的现金(万元),--,1215,--,--,--,--,--,2304,--,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),824,131,--,36,55,60,3,826,5,6,3,3,3,3, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1563,3327,3,0,8,522,23,155,125,857,2389,217,3917,235, 
 处置子公司及其他营业单位收到的现金净额(万元),708,--,331866,5,--,--,--,--,--,0,585,7257,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,600,900,905,--,1846,13434,12981,21343,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 投资活动现金流入小计(万元),3095,4673,331869,642,963,1487,26,5131,13565,13844,24321,7478,3921,238, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),28871,5694,11496,12521,20392,29702,80030,144917,174528,213933,95034,51036,49221,41200, 
 投资所支付的现金(万元),2541,--,--,--,--,--,--,2904,--,5374,0,5000,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),11,--,--,--,--,193,--,--,--,0,0,0,0,0, 
