 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),127598,111705,87093,69735,68474,55885,38117,31226,26499,20226,15098,11137, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的税费返还(万元),5352,2619,1879,2095,2968,2034,949,1077,667,640,471,287, 
 收到的其他与经营活动有关的现金(万元),7881,4871,3379,2536,2544,2731,1814,1058,335,184,11,508, 
 经营活动现金流入小计(万元),140831,119195,92351,74367,73985,60649,40880,33361,27501,21049,15580,11932, 
 购买商品、接受劳务支付的现金(万元),68624,57837,44535,46273,40253,30102,19161,24757,14687,12727,8353,8204, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),32180,23695,18764,14813,12292,8968,6259,4577,3580,2184,1113,437, 
 支付的各项税费(万元),14361,9416,5465,5494,8846,6533,6051,3392,1933,1954,1678,500, 
 支付的其他与经营活动有关的现金(万元),23336,17019,11952,10956,11401,8374,6001,3620,2592,2343,2508,1455, 
 经营活动现金流出小计(万元),138501,107968,80716,77536,72791,53976,37473,36346,22792,19207,13653,10596, 
 经营活动产生的现金流量净额(万元),2330,11227,11635,-3170,1194,6673,3406,-2985,4709,1842,1927,1336, 
 收回投资所收到的现金(万元),882,--,--,--,--,--,--,--,0,0,0,0, 
 取得投资收益所收到的现金(万元),1524,1754,2103,750,--,--,--,--,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,30,9,138,--,3,0,2,0,0,4,5, 
 处置子公司及其他营业单位收到的现金净额(万元),1235,--,488,--,--,--,--,--,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),289109,4000,--,116,9,--,--,--,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 投资活动现金流入小计(万元),292765,5784,2600,1003,9,3,0,2,0,0,4,5, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8619,8377,4857,5833,6746,6246,6978,6727,374,2464,52,1303, 
 投资所支付的现金(万元),13146,6584,8050,5040,1460,500,--,--,0,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),244,17922,--,--,--,1217,104,--,0,0,300,500, 
 支付的其他与投资活动有关的现金(万元),272551,0,29159,21900,--,--,--,--,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 投资活动现金流出小计(万元),294559,32882,42065,32773,8206,7963,7082,6727,374,2464,352,1803, 
 投资活动产生的现金流量净额(万元),-1794,-27098,-39465,-31770,-8196,-7961,-7082,-6725,-374,-2464,-349,-1797, 
 吸收投资收到的现金(万元),2523,1770,8034,53400,1761,1964,105,53828,0,1537,900,400, 
 其中：子公司吸收少数股东投资收到的现金(万元),2523,1307,280,827,790,--,105,--,0,0,0,400, 
 取得借款收到的现金(万元),21039,13900,800,7100,--,--,--,4248,500,1120,0,734, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),2472,3300,2270,3031,3717,1157,959,5526,4238,1037,0,0, 
 筹资活动现金流入小计(万元),26034,18970,11104,63531,5478,3122,1064,63601,4738,3694,900,1134, 
 偿还债务支付的现金(万元),14119,6576,1151,314,--,735,--,4748,1086,670,73,604, 
 分配股利、利润或偿付利息所支付的现金(万元),1411,1110,674,1195,2081,8,1000,1025,59,66,55,22, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,42,--,--,--,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),2918,2491,3425,3300,3169,2105,944,4732,2746,3643,0,0, 
 筹资活动现金流出小计(万元),18448,10177,5250,4808,5250,2849,1944,10505,3892,4379,128,626, 
 筹资活动产生的现金流量净额(万元),7586,8792,5854,58723,229,273,-880,53096,846,-685,772,508, 
 汇率变动对现金及现金等价物的影响(万元),50,-104,214,-38,-22,-17,3,-13,-3,0,0,0, 
 现金及现金等价物净增加额(万元),8172,-7182,-21762,23746,-6796,-1032,-4552,43374,5178,-1307,2351,47, 
 加:期初现金及现金等价物余额(万元),33213,40395,62158,38412,45208,46240,50792,7418,2240,3547,1197,1150, 
 期末现金及现金等价物余额(万元),41385,33213,40395,62158,38412,45208,46240,50792,7418,2240,3547,1197, 
 净利润(万元),14420,8717,1859,16,10572,10734,7196,6229,4727,3209,2447,1536, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 资产减值准备(万元),5316,2084,1649,3970,1104,686,260,339,123,78,98,19, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2592,1936,1762,1644,1435,461,501,286,236,108,84,11, 
 无形资产摊销(万元),2480,1821,1259,1046,643,368,131,43,14,9,0,0, 
 长期待摊费用摊销(万元),164,103,130,112,230,77,18,10,0,0,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-17,65,-2,18,13,-0,1,-0,0,0,3,0, 
 固定资产报废损失(万元),84,39,--,--,--,0,0,--,0,0,0,0, 
 公允价值变动损失(万元),422,108,200,242,--,--,0,--,0,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 财务费用(万元),805,555,-156,193,17,64,-3,38,62,66,55,22, 
 投资损失(万元),-2954,-1268,-1518,-1275,1,--,--,--,0,0,0,0, 
 递延所得税资产减少(万元),-1920,-687,-563,-898,-1044,-896,-366,-119,-41,-75,-85,-4, 
 递延所得税负债增加(万元),0,--,--,--,--,--,--,--,0,0,0,0, 
 存货的减少(万元),-3034,-3747,2360,-3031,-4489,-32,-2192,-3274,-1716,-1199,-1041,-989, 
 经营性应收项目的减少(万元),-22446,-4723,-1860,-1677,-12183,-9075,-3192,-6486,-2174,-1546,-1836,-1544, 
 经营性应付项目的增加(万元),4434,4551,5986,-3528,4677,4019,727,-206,3476,1192,2202,2284, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 其他(万元),1982,1672,529,--,218,266,326,155,0,0,0,0, 
 经营活动产生现金流量净额(万元),2330,11227,11635,-3170,1194,6673,3406,-2985,4709,1842,1927,1336, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
