 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),62996,71977,31676,28531,28120,22711,19924,23949,30816,27064,24539,23143,20373,15590, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),--,20,26,--,32,0,17,--,--,468,656,627,0,0, 
 收到的其他与经营活动有关的现金(万元),2640,2094,1594,1607,1286,2274,1166,2581,2448,2420,1248,1915,3686,2071, 
 经营活动现金流入小计(万元),65636,74091,33296,30138,29438,24985,21106,26530,33263,29952,26442,25685,24059,17661, 
 购买商品、接受劳务支付的现金(万元),27464,29021,14089,13695,14229,9657,11514,13760,16594,12480,13726,11317,8357,10008, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),20575,22147,11413,11216,10679,10140,10211,10275,9814,9473,9418,8711,6906,5642, 
 支付的各项税费(万元),4691,6393,2742,1599,1865,1728,1863,2167,1719,1526,1772,1787,1816,1239, 
 支付的其他与经营活动有关的现金(万元),3662,2914,2438,1813,1957,2262,2240,2423,2391,1982,2748,2752,4077,2211, 
 经营活动现金流出小计(万元),56392,60476,30682,28324,28730,23786,25828,28626,30518,25461,27664,24567,21156,19101, 
 经营活动产生的现金流量净额(万元),9244,13615,2614,1814,708,1199,-4722,-2096,2746,4491,-1221,1118,2903,-1440, 
 收回投资所收到的现金(万元),--,--,--,--,0,5368,--,--,--,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,0,0,46,231,226,225,417,133,138,69,126,80, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),197,123,102,16,201,238,16,236,102,53,146,49,1,64, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,-73,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),873,2478,357,800,--,--,--,--,1376,1000,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),1070,2601,459,816,174,5837,241,461,1895,1187,284,118,127,144, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11654,12511,1444,1904,785,1918,1400,2057,6167,8199,3397,2746,1346,1253, 
 投资所支付的现金(万元),--,707,--,--,--,--,--,--,--,--,2200,0,0,1000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,420,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),11654,13218,1444,1904,785,1918,1400,2057,6167,8199,6017,2746,1346,2253, 
 投资活动产生的现金流量净额(万元),-10583,-10617,-985,-1088,-611,3919,-1159,-1596,-4272,-7012,-5733,-2628,-1219,-2109, 
 吸收投资收到的现金(万元),--,10706,--,--,--,--,--,--,360,--,19524,0,120,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,360,--,--,0,120,0, 
 取得借款收到的现金(万元),11100,14800,8300,7800,7800,9000,5500,5500,3600,8500,16500,8000,2800,500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),6066,725,1224,1425,1195,16,309,1813,5405,--,229,2706,365,699, 
 筹资活动现金流入小计(万元),17166,26231,9524,9225,8995,9016,5809,7313,9365,8500,36253,10706,3285,1199, 
 偿还债务支付的现金(万元),8500,16700,6300,9300,8800,9700,5500,3500,8600,9600,15100,3300,1066,0, 
 分配股利、利润或偿付利息所支付的现金(万元),632,974,331,718,514,696,617,813,728,506,712,525,1385,59, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),6769,831,1607,1021,399,1453,568,3655,940,503,1437,1357,668,0, 
 筹资活动现金流出小计(万元),15901,18505,8238,11039,9713,11849,6685,7968,10268,10609,17249,5182,3120,59, 
 筹资活动产生的现金流量净额(万元),1265,7726,1286,-1814,-718,-2834,-876,-655,-903,-2109,19004,5524,165,1140, 
 汇率变动对现金及现金等价物的影响(万元),2,-1,--,--,--,--,--,--,--,--,--,0,0,0, 
 现金及现金等价物净增加额(万元),-72,10724,2916,-1088,-620,2284,-6756,-4347,-2430,-4631,12049,4014,1849,-2409, 
 加:期初现金及现金等价物余额(万元),15810,5086,2170,3258,3878,1594,8350,12698,15128,19758,7709,3695,1846,4255, 
