 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),197289,177911,191280,196191,117988,47412,80324,59367,57754,42347,38706,39945,29840,31451, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),--,377,17,--,87,326,281,142,103,339,--,8,26,0, 
 收到的其他与经营活动有关的现金(万元),4523,7963,7447,4929,4365,2530,706,452,1145,1557,702,511,572,335, 
 经营活动现金流入小计(万元),201812,186250,198744,201119,122439,50268,81311,59960,59001,44242,39408,40465,30438,31787, 
 购买商品、接受劳务支付的现金(万元),85619,83060,69872,62942,40435,26025,23331,15740,16231,14852,12413,9186,14160,11910, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),39024,33174,27254,24422,15986,12072,10185,8248,7905,4997,4950,3065,2554,1847, 
 支付的各项税费(万元),24493,31073,26710,27296,13444,13601,13376,11718,9475,8017,7005,5293,5191,4810, 
 支付的其他与经营活动有关的现金(万元),26427,12448,11086,10218,5979,7581,8073,6452,5370,4775,4276,5349,3176,7818, 
 经营活动现金流出小计(万元),175562,159755,134922,124877,75843,59279,54965,42158,38980,32641,28644,22894,25080,26385, 
 经营活动产生的现金流量净额(万元),26250,26495,63822,76242,46596,-9011,26346,17803,20021,11601,10764,17571,5358,5402, 
 收回投资所收到的现金(万元),102772,119616,63870,12800,78710,--,--,--,--,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),3108,32346,71551,1092,3286,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),133,28,72,1854,6,0,1,4,--,0,2,307,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,11248,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,8130,740,5741,18191,--,1466,659,870,1000,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),106014,171367,136233,21488,100194,0,1467,663,870,1000,2,307,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15694,15784,14749,14539,6506,12968,14970,17680,8921,6099,2923,2446,1208,2169, 
 投资所支付的现金(万元),22480,274373,157615,87390,64700,14200,--,118,--,--,--,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,7293,36107,--,--,--,--,--,--,--,-55,579,0,0, 
 支付的其他与投资活动有关的现金(万元),56,17683,4326,1433,--,100,--,--,1306,--,--,196,560,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),38230,315133,212797,103362,71206,27268,14970,17797,10227,6099,2868,3221,1768,2169, 
 投资活动产生的现金流量净额(万元),67784,-143765,-76565,-81874,28988,-27268,-13503,-17134,-9357,-5099,-2865,-2914,-1768,-2169, 
 吸收投资收到的现金(万元),3818,3746,240,68084,52882,--,431,699,300,--,48834,98,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,100,240,130,--,--,431,699,300,--,--,98,0,0, 
 取得借款收到的现金(万元),45000,109600,45000,--,--,--,--,--,--,3500,4404,5900,8400,6400, 
 发行债券收到的现金(万元),--,--,--,--,--,35600,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),116,3277,1265,163,772,20,285,630,--,--,--,0,321,0, 
 筹资活动现金流入小计(万元),48934,116623,46505,68248,53654,35620,716,1329,300,3500,53238,5998,8721,6400, 
 偿还债务支付的现金(万元),175600,47400,--,--,7211,--,--,--,--,6395,5200,7800,8500,8090, 
 分配股利、利润或偿付利息所支付的现金(万元),16659,21845,17243,15678,8052,2448,13600,10920,12053,12973,5255,9332,3710,559, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,40,53,20,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),3111,--,--,177,1875,12,43,--,--,75,495,251,4,2, 
 筹资活动现金流出小计(万元),195370,69245,17243,15856,17137,2460,13643,10920,12053,19443,10950,17383,12214,8651, 
 筹资活动产生的现金流量净额(万元),-146436,47378,29262,52392,36517,33160,-12927,-9591,-11753,-15943,42288,-11385,-3493,-2251, 
 汇率变动对现金及现金等价物的影响(万元),221,-108,182,76,-8,-114,5,-31,-32,-7,-38,5,9,-13, 
 现金及现金等价物净增加额(万元),-52181,-70001,16702,46836,112092,-3233,-80,-8953,-1120,-9448,50149,3277,107,967, 
 加:期初现金及现金等价物余额(万元),138583,208584,191883,145047,32954,36187,36267,45220,46340,55788,5639,2363,2256,1289, 
