 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),186701,200167,185924,218822,183748,111841,90278,55083, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),153,596,822,1207,572,211,369,815, 
 收到的其他与经营活动有关的现金(万元),564,2567,2881,1599,2064,1015,878,900, 
 经营活动现金流入小计(万元),187418,203330,189628,221627,186383,113067,91525,56798, 
 购买商品、接受劳务支付的现金(万元),192618,164834,170565,136643,118495,78335,59410,41407, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20462,18335,18833,17210,15602,13951,11097,10709, 
 支付的各项税费(万元),8624,6667,7227,3813,3587,1255,3512,3302, 
 支付的其他与经营活动有关的现金(万元),15991,6335,9166,7489,5837,6425,4824,6329, 
 经营活动现金流出小计(万元),237694,196171,205791,165155,143521,99965,78844,61747, 
 经营活动产生的现金流量净额(万元),-50276,7159,-16163,56472,42862,13102,12682,-4949, 
 收回投资所收到的现金(万元),--,--,--,853,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,124,2,606,60,60,60,60, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),23,13,5,--,5,30,67,216, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,204,2885,120,521,2437,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),23,341,2892,1579,586,2527,127,276, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13450,10270,9091,5502,3301,5137,8567,2796, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
