 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),174416,193514,173528,137650,62431,43532,30860,26798,23389,13226,14384, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),352,1201,1134,663,1,79,20,40,24,64,64, 
 收到的其他与经营活动有关的现金(万元),50883,41611,43030,18407,8196,250,3671,2771,2004,1835,1163, 
 经营活动现金流入小计(万元),225650,236325,217692,156720,70628,43861,34550,29608,25417,15125,15611, 
 购买商品、接受劳务支付的现金(万元),153983,127243,114976,91554,63749,44102,32066,19704,13892,7354,10460, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22738,21572,20819,11911,5652,5056,3600,2443,1739,1461,1118, 
 支付的各项税费(万元),12629,9935,12255,6381,2276,1944,1712,1429,1218,661,360, 
 支付的其他与经营活动有关的现金(万元),60750,63874,68760,50439,12314,4231,7159,4654,3415,4413,2177, 
