 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),155938,135124,116798,78106,52269,40848,26769,20597,13315,5775, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5712,9633,7388,5224,2850,1764,2349,1446,1015,578, 
 收到的其他与经营活动有关的现金(万元),5763,10445,10980,4323,3081,1366,83,117,119,33, 
 经营活动现金流入小计(万元),167413,155203,135165,87653,58201,43979,29201,22160,14449,6385, 
 购买商品、接受劳务支付的现金(万元),92286,74560,51223,42775,32973,23051,15080,12090,5817,2844, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),32361,26791,25017,11576,8381,7008,3564,2230,1245,846, 
 支付的各项税费(万元),17491,20873,17163,9334,7036,3975,4563,2330,1807,1082, 
 支付的其他与经营活动有关的现金(万元),24252,24097,33211,9819,8749,7083,5308,3564,2706,1346, 
 经营活动现金流出小计(万元),166390,146320,126613,73504,57139,41116,28515,20215,11575,6119, 
 经营活动产生的现金流量净额(万元),1024,8883,8552,14149,1062,2863,686,1945,2874,267, 
 收回投资所收到的现金(万元),213561,9646,6418,600,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),2955,5261,4849,145,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,34,598,17,16,--,0,--,--,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,3,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),42300,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),258821,14942,11864,763,19,0,0,0,0,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),28600,7294,3948,2955,3768,8506,4283,1275,764,179, 
 投资所支付的现金(万元),287942,98831,73935,26938,4408,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,806,29973,4937,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),918,94211,811,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),317460,200336,79500,59865,13113,8506,4283,1275,764,179, 
 投资活动产生的现金流量净额(万元),-58639,-185395,-67636,-59103,-13094,-8506,-4283,-1275,-764,-176, 
 吸收投资收到的现金(万元),--,87194,119723,49665,34080,--,--,--,3150,2500, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,86350,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),188429,187743,90447,86132,40183,29931,15141,9000,1000,500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),13976,5702,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),202405,280640,210170,135797,74262,29931,15141,9000,4150,3000, 
 偿还债务支付的现金(万元),123460,128284,59746,52535,29460,17042,3000,4000,500,200, 
 分配股利、利润或偿付利息所支付的现金(万元),14179,10507,9510,4509,3281,1658,555,298,35,17, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),5077,33194,4156,1281,6043,3563,1361,106,--,--, 
 筹资活动现金流出小计(万元),142715,171985,73412,58325,38783,22262,4916,4404,535,217, 
 筹资活动产生的现金流量净额(万元),59690,108655,136758,77472,35479,7669,10224,4596,3615,2783, 
 汇率变动对现金及现金等价物的影响(万元),30,-138,221,-27,-15,-1,-0,-1,--,--, 
 现金及现金等价物净增加额(万元),2105,-67995,77894,32492,23431,2025,6628,5264,5724,2873, 
 加:期初现金及现金等价物余额(万元),89215,157210,79316,46824,23393,21368,14740,9476,3751,878, 
 期末现金及现金等价物余额(万元),91319,89215,157210,79316,46824,23393,21368,14740,9476,3751, 
 净利润(万元),31352,37955,35321,27009,13742,10187,7821,5431,3582,2267, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),23999,8500,6079,879,328,162,112,-23,40,53, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2884,2559,2266,1308,807,549,362,216,136,59, 
 无形资产摊销(万元),2778,2376,2238,929,168,33,28,23,18,1, 
 长期待摊费用摊销(万元),667,814,1083,974,900,472,323,173,80,17, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),13,20,134,5,32,--,--,--,-2,-33, 
 固定资产报废损失(万元),0,4,--,--,--,--,--,--,--,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),11170,9608,4388,2700,1717,1447,450,405,35,17, 
 投资损失(万元),-2231,425,-8628,-460,-56,--,--,--,--,0, 
 递延所得税资产减少(万元),-93,78,113,-254,-73,--,--,--,--,0, 
 递延所得税负债增加(万元),-197,-206,-374,-164,379,--,--,--,--,0, 
 存货的减少(万元),-15811,-8565,-1535,8897,-5586,-4867,-2456,-676,-810,-151, 
 经营性应收项目的减少(万元),-109274,-65322,-53009,-31484,-24872,-15372,-11208,-3254,-1791,-2208, 
 经营性应付项目的增加(万元),54841,18950,17519,-619,13576,10251,5254,-351,1584,245, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),926,1689,2957,4429,--,--,--,--,--,0, 
 经营活动产生现金流量净额(万元),1024,8883,8552,14149,1062,2863,686,1945,2874,267, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),91319,89215,157210,79316,46824,23393,21368,14740,9476,3751, 
 现金的期初余额(万元),89215,157210,79316,46824,23393,21368,14740,9476,3751,878, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),2105,-67995,77894,32492,23431,2025,6628,5264,5724,2873, 

