 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),58718,44632,40291,36014,34229, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),5,--,--,45,91, 
 收到的其他与经营活动有关的现金(万元),354,1501,1620,1501,993, 
 经营活动现金流入小计(万元),59076,46133,41911,37560,35313, 
 购买商品、接受劳务支付的现金(万元),34794,23383,14632,17362,17968, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6565,5364,4121,3376,2774, 
 支付的各项税费(万元),5079,5768,5068,3125,2351, 
 支付的其他与经营活动有关的现金(万元),6263,4489,5272,5582,4758, 
 经营活动现金流出小计(万元),52700,39005,29093,29446,27851, 
 经营活动产生的现金流量净额(万元),6376,7127,12818,8114,7462, 
 收回投资所收到的现金(万元),--,--,10,100,--, 
 取得投资收益所收到的现金(万元),--,--,--,0,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,3,1,10,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),70,63,93,450,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),70,66,104,560,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7695,6335,6931,7692,8854, 
 投资所支付的现金(万元),--,--,152,100,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),19,6,1,0,3, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),7714,6341,7084,7792,8857, 
 投资活动产生的现金流量净额(万元),-7643,-6275,-6980,-7232,-8854, 
 吸收投资收到的现金(万元),--,--,9751,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),14676,9500,7700,13400,16460, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),450,240,363,778,1400, 
 筹资活动现金流入小计(万元),15126,9740,17814,14178,17860, 
 偿还债务支付的现金(万元),13700,7200,13000,12650,14860, 
 分配股利、利润或偿付利息所支付的现金(万元),3528,2142,5214,1406,1346, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),362,710,--,807,1401, 
 筹资活动现金流出小计(万元),17590,10051,18214,14863,17607, 
 筹资活动产生的现金流量净额(万元),-2463,-311,-399,-685,253, 
 汇率变动对现金及现金等价物的影响(万元),-39,-122,98,4,-1, 
 现金及现金等价物净增加额(万元),-3770,420,5536,201,-1140, 
 加:期初现金及现金等价物余额(万元),7529,7109,1573,1373,2513, 
 期末现金及现金等价物余额(万元),3759,7529,7109,1573,1373, 
 净利润(万元),11181,10744,7371,6073,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),19,-3,65,159,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2678,2403,1928,1605,--, 
 无形资产摊销(万元),116,150,183,140,--, 
 长期待摊费用摊销(万元),52,54,10,6,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),3,1,1,11,--, 
 固定资产报废损失(万元),6,12,922,40,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),572,442,416,802,--, 
 投资损失(万元),--,4,--,4,--, 
 递延所得税资产减少(万元),81,-32,-107,-27,--, 
 递延所得税负债增加(万元),201,73,0,15,--, 
 存货的减少(万元),-651,-2999,-119,-235,--, 
 经营性应收项目的减少(万元),-6773,-2300,-115,-1857,--, 
 经营性应付项目的增加(万元),-1109,-1421,-268,1380,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,2531,--,--, 
 经营活动产生现金流量净额(万元),6376,7127,12818,8114,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),3759,7529,7109,1573,1373, 
 现金的期初余额(万元),7529,7109,1573,1373,2513, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-3770,420,5536,201,-1140, 

