 报告日期,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),87707,93287,17468,--,--,--,--,0,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,0,--, 
 收到的税费返还(万元),6,1,--,--,--,--,--,0,--, 
 收到的其他与经营活动有关的现金(万元),24102,2936,9115,--,--,--,--,5,11, 
 经营活动现金流入小计(万元),111815,96223,26583,0,0,--,0,5,11, 
 购买商品、接受劳务支付的现金(万元),85755,85314,19119,--,--,--,--,0,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,0,--, 
 支付给职工以及为职工支付的现金(万元),1437,1525,139,--,--,--,--,0,--, 
 支付的各项税费(万元),2011,1581,143,--,--,--,--,0,--, 
 支付的其他与经营活动有关的现金(万元),23530,11252,2005,--,--,--,--,5,11, 
 经营活动现金流出小计(万元),112733,99672,21406,0,0,--,0,5,11, 
 经营活动产生的现金流量净额(万元),-918,-3449,5177,0,0,--,0,-0,0, 
 收回投资所收到的现金(万元),1541,1018,--,--,--,--,--,0,--, 
 取得投资收益所收到的现金(万元),33,54,--,--,--,--,--,0,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,0,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,0,--, 
 投资活动现金流入小计(万元),1574,1072,0,0,0,--,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),185,381,433,--,--,--,--,0,--, 
 投资所支付的现金(万元),1530,1068,--,--,--,--,--,0,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,0,--, 
 支付的其他与投资活动有关的现金(万元),4,--,--,--,--,--,--,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,0,--, 
 投资活动现金流出小计(万元),1719,1450,433,0,0,--,0,0,0, 
 投资活动产生的现金流量净额(万元),-146,-377,-433,0,0,--,0,0,0, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,0,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,0,--, 
 取得借款收到的现金(万元),335,792,--,--,--,--,--,0,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,0,--, 
 收到其他与筹资活动有关的现金(万元),1,4,--,--,--,--,--,0,--, 
 筹资活动现金流入小计(万元),336,796,0,0,0,--,0,0,0, 
 偿还债务支付的现金(万元),488,265,--,--,--,--,--,0,--, 
 分配股利、利润或偿付利息所支付的现金(万元),148,149,--,--,--,--,--,0,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,0,--, 
 支付其他与筹资活动有关的现金(万元),84,7,--,--,--,--,--,0,--, 
 筹资活动现金流出小计(万元),720,420,0,0,0,--,0,0,0, 
 筹资活动产生的现金流量净额(万元),-383,376,0,0,0,--,0,0,0, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,0,--, 
 现金及现金等价物净增加额(万元),-1447,-3450,4744,0,0,--,0,-0,0, 
 加:期初现金及现金等价物余额(万元),2955,6405,--,--,--,--,--,0,0, 
 期末现金及现金等价物余额(万元),1508,2955,4744,--,--,--,--,0,0, 
 净利润(万元),2989,6162,175295,-4677,-5554,-5547,-5542,-5533,-5543, 
 少数股东损益(万元),--,--,--,--,--,--,--,0,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,0,--, 
 资产减值准备(万元),50,15,6,--,--,--,--,0,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),179,201,9,--,135,135,135,135,135, 
 无形资产摊销(万元),16,6,0,--,--,--,--,0,--, 
 长期待摊费用摊销(万元),66,31,3,--,--,--,--,0,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,0,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,0,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),4,-140,--,--,--,--,--,0,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,0,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,0,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,0,--, 
 预计负债(万元),--,--,--,--,--,--,--,0,--, 
 财务费用(万元),227,149,11,--,--,--,--,0,--, 
 投资损失(万元),-29,-17,--,--,--,--,--,0,--, 
 递延所得税资产减少(万元),48,-168,--,--,--,--,--,0,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,0,--, 
 存货的减少(万元),9608,-9462,-4472,--,--,--,--,0,--, 
 经营性应收项目的减少(万元),-14948,-2753,1066,-1,--,--,-1137,-33,-42, 
 经营性应付项目的增加(万元),872,2528,7943,4678,5419,5412,6544,5431,5450, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,0,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,0,--, 
 其他(万元),0,--,-174663,--,--,--,--,0,--, 
 经营活动产生现金流量净额(万元),-918,-3449,5177,0,--,0,--,-0,0, 
 债务转为资本(万元),0,--,--,--,--,--,--,0,--, 
 一年内到期的可转换公司债券(万元),0,--,--,--,--,--,--,0,--, 
 融资租入固定资产(万元),0,--,--,--,--,--,--,0,--, 
 现金的期末余额(万元),1508,2955,4744,--,--,--,--,0,0, 
 现金的期初余额(万元),2955,6405,--,--,--,--,--,0,0, 
 现金等价物的期末余额(万元),0,--,--,--,--,--,--,0,--, 
 现金等价物的期初余额(万元),0,--,--,--,--,--,--,0,--, 
 现金及现金等价物的净增加额(万元),-1447,-3450,4744,0,--,--,--,-0,0, 

