 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),129753,141557,129773,97495,96923,102297,102673,106966,92908,72524, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),651,145,19,253,404,76,56,--,--,--, 
 收到的其他与经营活动有关的现金(万元),9453,695,985,1055,1531,1796,2222,3783,8568,3096, 
 经营活动现金流入小计(万元),139857,142398,130778,98803,98858,104169,104952,110749,101476,75620, 
 购买商品、接受劳务支付的现金(万元),67565,71598,59115,49831,51967,47583,48813,46726,49043,54408, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15475,14986,12689,12426,12959,12305,12217,11424,7893,7198, 
 支付的各项税费(万元),17322,16964,17403,16406,14443,18713,14907,13747,14821,10166, 
 支付的其他与经营活动有关的现金(万元),16279,12173,10980,9245,11109,11622,13416,11555,10393,10364, 
 经营活动现金流出小计(万元),116641,115721,100186,87909,90477,90223,89352,83453,82150,82136, 
 经营活动产生的现金流量净额(万元),23216,26677,30591,10894,8381,13946,15599,27296,19325,-6516, 
 收回投资所收到的现金(万元),42700,164000,--,1506,--,--,--,40,19425,20079, 
 取得投资收益所收到的现金(万元),603,720,149,--,--,--,--,--,--,1145, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5827,1030,5296,83,474,57,161,36,1105,136, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),3357,1602,9698,--,2503,1446,150,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),52488,167352,15143,1589,2978,1503,311,76,20530,21360, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),50060,23523,16957,21991,12951,17320,18060,15089,7380,5675, 
 投资所支付的现金(万元),33750,169615,23000,1120,--,170,--,--,--,17173, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,4517,40353,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1136,1857,2802,3609,842,--,--,181,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),84946,199512,83111,26720,13793,17490,18060,15269,7380,22848, 
 投资活动产生的现金流量净额(万元),-32458,-32160,-67968,-25131,-10815,-15987,-17749,-15193,13150,-1488, 
 吸收投资收到的现金(万元),245,--,130069,--,37549,--,--,40,60,18000, 
 其中：子公司吸收少数股东投资收到的现金(万元),245,--,--,--,--,--,--,40,60,--, 
 取得借款收到的现金(万元),24000,21400,39350,67850,56337,73100,70940,57660,59250,131390, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),339,--,435,6831,1791,--,--,--,--,--, 
 筹资活动现金流入小计(万元),24584,21400,169854,74681,95677,73100,70940,57700,59310,149390, 
 偿还债务支付的现金(万元),15000,9450,90150,46887,93400,68400,61500,57800,85050,135690, 
 分配股利、利润或偿付利息所支付的现金(万元),6341,5738,5856,6267,3079,3462,9491,8765,4874,8576, 
 其中：子公司支付给少数股东的股利、利润(万元),178,2,--,178,--,--,--,--,658,152, 
 支付其他与筹资活动有关的现金(万元),2043,600,5808,2556,1422,--,--,220,--,--, 
 筹资活动现金流出小计(万元),23383,15788,101814,55710,97901,71862,70991,66785,89924,144266, 
 筹资活动产生的现金流量净额(万元),1200,5612,68040,18971,-2224,1238,-51,-9085,-30614,5124, 
 汇率变动对现金及现金等价物的影响(万元),29,-35,52,20,-3,-17,-5,-2,-1,3, 
 现金及现金等价物净增加额(万元),-8013,95,30715,4755,-4661,-820,-2207,3016,1861,-2877, 
 加:期初现金及现金等价物余额(万元),59936,59841,29126,24371,29033,29853,32060,29044,27183,30060, 
 期末现金及现金等价物余额(万元),51923,59936,59841,29126,24371,29033,29853,32060,29044,27183, 
 净利润(万元),17830,18363,14341,11566,11200,12515,12712,10947,6032,9652, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),536,178,-132,821,271,407,351,22,-786,1234, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),8123,8175,8037,7443,5046,3258,2899,2704,2579,2522, 
 无形资产摊销(万元),1600,1390,895,904,449,415,488,507,462,415, 
 长期待摊费用摊销(万元),--,0,29,32,140,170,230,204,202,196, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),28,-616,5301,31,341,83,-25,23,-254,-22, 
 固定资产报废损失(万元),650,13,--,--,--,--,--,4,--,--, 
 公允价值变动损失(万元),217,-217,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),673,314,1336,1989,1604,1370,2195,2273,3051,4729, 
 投资损失(万元),-820,-720,-149,-34,--,--,--,-40,114,-9660, 
 递延所得税资产减少(万元),-72,-756,-69,-18,-958,99,77,-188,3,-316, 
 递延所得税负债增加(万元),-54,54,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-9271,-4578,-10032,-5119,-10986,-2667,589,-3829,-6369,-872, 
 经营性应收项目的减少(万元),-7213,-570,2277,1030,-835,-2257,-966,1371,6310,-2948, 
 经营性应付项目的增加(万元),10988,5647,8756,-7749,2109,553,-2951,13297,7983,-11446, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),23216,26677,30591,10894,8381,13946,15599,27296,19325,-6516, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),51923,59936,59841,29126,24371,29033,29853,32060,29044,27183, 
 现金的期初余额(万元),59936,59841,29126,24371,29033,29853,32060,29044,27183,30060, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-8013,95,30715,4755,-4661,-820,-2207,3016,1861,-2877, 

