 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),152205,135203,124102,89705,73245,62702,42077,30279, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2281,766,497,596,306,345,0,--, 
 收到的其他与经营活动有关的现金(万元),1592,2737,2570,5098,2200,3292,4722,1914, 
 经营活动现金流入小计(万元),156079,138706,127169,95398,75750,66339,46799,32193, 
 购买商品、接受劳务支付的现金(万元),83481,71956,57351,45893,41325,36066,23848,15175, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),22769,17450,14692,11538,8786,6054,4155,3264, 
 支付的各项税费(万元),19934,20230,15392,10448,8569,6805,4198,3145, 
 支付的其他与经营活动有关的现金(万元),18781,12180,10689,10043,10491,9713,7227,5104, 
 经营活动现金流出小计(万元),144966,121816,98124,77921,69171,58638,39428,26688, 
 经营活动产生的现金流量净额(万元),11113,16890,29044,17477,6580,7701,7372,5505, 
