 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),111595,87182,54555,40755,32121, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),2775,2210,3644,1732,1882, 
 收到的其他与经营活动有关的现金(万元),3402,4621,1436,2936,2203, 
 经营活动现金流入小计(万元),117772,94013,59636,45423,36205, 
 购买商品、接受劳务支付的现金(万元),74654,47872,24035,23280,22735, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),23906,20191,17583,14038,11953, 
 支付的各项税费(万元),3379,3575,4612,1490,631, 
 支付的其他与经营活动有关的现金(万元),14260,8069,8554,4267,4834, 
 经营活动现金流出小计(万元),116200,79707,54785,43076,40153, 
 经营活动产生的现金流量净额(万元),1572,14306,4851,2347,-3948, 
 收回投资所收到的现金(万元),--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,14,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,31,9,33,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,1372,--,375,4037, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),11,1403,9,422,4047, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),16763,9626,8453,7464,11667, 
 投资所支付的现金(万元),32000,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,77,--,--,455, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),48763,9703,8453,7464,12122, 
 投资活动产生的现金流量净额(万元),-48752,-8300,-8443,-7042,-8076, 
 吸收投资收到的现金(万元),44321,--,--,9500,2500, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),53142,35319,45648,38892,37377, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,6551,8624,1762,17677, 
 筹资活动现金流入小计(万元),97463,41870,54272,50153,57554, 
 偿还债务支付的现金(万元),47170,38010,36636,39427,23702, 
 分配股利、利润或偿付利息所支付的现金(万元),1707,1753,1377,1510,1236, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2551,8004,9788,4691,20895, 
 筹资活动现金流出小计(万元),51428,47768,47802,45628,45833, 
 筹资活动产生的现金流量净额(万元),46035,-5898,6470,4525,11721, 
 汇率变动对现金及现金等价物的影响(万元),331,-112,11,213,55, 
 现金及现金等价物净增加额(万元),-814,-4,2889,43,-248, 
 加:期初现金及现金等价物余额(万元),3596,3600,711,669,917, 
 期末现金及现金等价物余额(万元),2782,3596,3600,711,669, 
 净利润(万元),8008,9800,8955,1407,-573, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),891,136,1025,920,537, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6378,5468,4809,4338,2248, 
 无形资产摊销(万元),155,145,130,118,97, 
 长期待摊费用摊销(万元),615,404,254,199,329, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),5,23,-2,8,142, 
 固定资产报废损失(万元),47,45,--,--,--, 
 公允价值变动损失(万元),-4,63,-63,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),1684,2078,1116,1340,953, 
 投资损失(万元),-21,77,--,-14,--, 
 递延所得税资产减少(万元),-221,-12,-195,-190,-167, 
 递延所得税负债增加(万元),342,-9,9,--,--, 
 存货的减少(万元),-7057,-5013,-1908,-865,-8052, 
 经营性应收项目的减少(万元),-18539,-5604,-14494,-6612,-9257, 
 经营性应付项目的增加(万元),9291,6704,5213,1697,9766, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,--,30, 
 经营活动产生现金流量净额(万元),1572,14306,4851,2347,-3948, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),2782,3596,3600,711,669, 
 现金的期初余额(万元),3596,3600,711,669,917, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-814,-4,2889,43,-248, 

