 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),271487000,233573000,188595600,200510900,267833200,263446300,255281500,233201900,169946100,119029100,125349300,96534600,82038900,66609100,47022500, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到的税费返还(万元),968300,701900,310000,474900,1001700,901900,396600,397400,61600,221200,1426500,96000,72800,35100,66900, 
 收到的其他与经营活动有关的现金(万元),754500,558100,480600,878300,983900,572000,710500,649300,512300,337500,1018100,69700,20100,473300,275400, 
 经营活动现金流入小计(万元),273209800,234833000,189386200,201864100,269818800,264920200,256388600,234248600,170520000,119587800,127793900,96700300,82131800,67117500,47364800, 
 购买商品、接受劳务支付的现金(万元),183967600,149972800,116545800,124218400,173204900,176427500,170424200,152981100,95789800,60399200,72466600,45987200,36832300,28242700,18791200, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),14295000,12382500,11812400,11810300,11976200,11577200,10803100,9686600,8273700,6731000,6728500,5042000,3767000,2824800,2185300, 
 支付的各项税费(万元),32315600,29293100,27263200,33372900,40801500,40075700,43342000,34508200,27081900,19180300,25567100,18836700,15641600,11287000,9141800, 
 支付的其他与经营活动有关的现金(万元),7475100,6519100,7246900,6331300,8188500,7986900,7890500,8057200,7495000,6475600,5351400,5752500,5346700,3808200,2695900, 
 经营活动现金流出小计(万元),238053300,198167500,162868300,175732900,234171100,236067300,232459800,205233100,138640400,92786100,110113600,75618400,61587600,46162700,32814200, 
 经营活动产生的现金流量净额(万元),35156500,36665500,26517900,26131200,35647700,28852900,23928800,29015500,31879600,26801700,17680300,21081900,20544200,20954800,14550600, 
 收回投资所收到的现金(万元),1608900,317300,131500,2285800,649900,129400,1539200,408200,229400,1190900,1078800,792700,40700,3567500,863000, 
 取得投资收益所收到的现金(万元),839100,940800,1258400,1120200,1309600,1170200,894600,1005800,900300,220800,645700,342500,409200,259500,141600, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),170100,130500,219700,207600,735100,3882800,60700,83700,84900,407900,47200,101400,34800,92000,81500, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,53500,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,0,154200,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 投资活动现金流入小计(万元),2618100,1388600,1609600,3613600,2694600,5182400,2494500,1497700,1214600,1819600,1825200,1390800,484700,3919000,1086100, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),27574400,23700400,18942100,22386000,31235700,31022300,33086100,28845700,27229200,26711200,22400000,18069200,13916700,12713000,9685700, 
 投资所支付的现金(万元),1816900,2042800,256200,2815500,542700,811100,2631000,1015800,3915600,1858200,1051200,2026200,2783200,688900,1702800, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 投资活动现金流出小计(万元),29391300,25743200,19198300,25201500,31778400,31833400,35717100,29861500,31144800,28569400,23451200,20095400,16699900,13401900,11388500, 
 投资活动产生的现金流量净额(万元),-26773200,-24354600,-17588700,-21587900,-29083800,-26651000,-33222600,-28363800,-29930200,-26749800,-21626000,-18704600,-16215200,-9482900,-10302400, 
 吸收投资收到的现金(万元),221100,147000,94000,159600,158700,1441500,3136600,252200,511800,709800,876800,6759200,149200,2014600,214500, 
 其中：子公司吸收少数股东投资收到的现金(万元),221100,147000,94000,159600,158700,1441500,3136600,252200,511800,709800,876800,134900,149200,45400,214500, 
 取得借款收到的现金(万元),69018900,73025200,70790700,79357100,74360200,60121800,57555800,47107200,27102200,22545600,15724000,5749200,4437800,4692600,3940300, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,8500,8400,18500,40300,26300,241700,38900,29700,39800,15000,42700,26000,132600,21000, 
 筹资活动现金流入小计(万元),69240000,73180700,70893100,79535200,74559200,61589600,60934100,47398300,27643700,23295200,16615800,12551100,4613000,6839800,4175800, 
 偿还债务支付的现金(万元),75422700,77411300,74429900,78155300,69943400,54693600,44893100,38483700,27153200,12115900,9803700,5709800,4592500,5370400,4448300, 
 分配股利、利润或偿付利息所支付的现金(万元),6160200,5183700,3012700,5509600,8868600,8026300,8480600,7843000,6289900,5775500,6034800,7482100,7532300,5878100,3809000, 
 其中：子公司支付给少数股东的股利、利润(万元),1520700,1262100,240100,531400,817200,540400,749900,363300,295500,242500,273800,615000,303300,148600,27700, 
 支付其他与筹资活动有关的现金(万元),--,58200,151100,384300,176700,92600,22700,21800,58200,29000,391200,47000,26000,95700,159400, 
 筹资活动现金流出小计(万元),81591500,82653200,77593800,84079100,78990400,62813500,53398500,46472400,33738100,17987500,16229700,13238900,12150800,11344200,8416700, 
 筹资活动产生的现金流量净额(万元),-12351500,-9472500,-6700700,-4543900,-4431200,-1223900,7535600,925900,-6094400,5307700,386100,-687800,-7537800,-4504400,-4240900, 
 汇率变动对现金及现金等价物的影响(万元),250300,-353800,287300,-99900,104400,-176800,-19500,-31300,23400,17900,-11200,4000,-25800,-45800,0, 
 现金及现金等价物净增加额(万元),-3717900,2484600,2515800,-100500,2237100,801200,-1777700,1546300,-4121600,5377500,-3570800,1693500,-3234600,6921700,7300, 
 加:期初现金及现金等价物余额(万元),12277700,9793100,7277300,7377800,5140700,4339500,6117200,4570900,8692500,3315000,6865200,4855900,8090500,1130400,1123100, 
 期末现金及现金等价物余额(万元),8559800,12277700,9793100,7277300,7377800,5140700,4339500,6117200,4570900,8692500,3294400,6549400,4855900,8090500,1130400, 
 净利润(万元),7241000,3678800,2941400,4236400,11903400,14222900,13061800,14600700,15067500,10637800,12594600,13457400,14274700,13324400,0, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,0,892000,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 资产减值准备(万元),3458900,2605400,1285800,2850500,557500,418200,196300,875900,440800,244800,2476500,-194800,291400,275800,0, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),19192600,20991300,20005300,16920100,16534400,15212800,14412200,12402100,10438600,8611200,7513700,7057000,6444100,5404900,0, 
 无形资产摊销(万元),462700,437900,430700,416600,415400,349800,304900,263800,204800,176000,144300,121400,93900,99700,0, 
 长期待摊费用摊销(万元),545500,514000,529100,449100,448300,389500,336400,299600,253100,238500,225500,211500,171500,108700,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-67300,484800,807900,462000,368700,354900,348300,311400,1355300,1176300,1326600,1003400,1120700,864200,0, 
 固定资产报废损失(万元),1693800,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,0,0,0,0,0, 
 财务费用(万元),1858300,1950700,2085700,2230900,2172300,2085900,1610100,821200,433800,381300,68900,160500,115400,83800,0, 
 投资损失(万元),-1195600,-673400,-2896800,-2662700,-1229700,-1076900,-878700,-1263000,-704300,-140900,-473300,-630100,-134400,-178600,0, 
 递延所得税资产减少(万元),--,-754000,-398400,-319600,-327300,--,--,-132300,-9800,852700,0,159600,-387600,-278700,0, 
