 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),26361,19798,23482,20167,24169,18881,15156,16467,16523,10193, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1073,1286,1651,1257,1283,1125,785,650,--,--, 
 收到的其他与经营活动有关的现金(万元),321,342,1421,86,599,584,530,642,139,210, 
 经营活动现金流入小计(万元),27756,21425,26555,21510,26051,20589,16471,17759,16662,10403, 
 购买商品、接受劳务支付的现金(万元),11329,11544,10270,8850,11189,8978,7129,9103,6862,6183, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3151,2543,2292,2076,2053,1983,1907,1911,1781,1960, 
 支付的各项税费(万元),3021,2850,3428,3475,3049,2688,1747,1582,2359,1945, 
 支付的其他与经营活动有关的现金(万元),2161,2550,2526,2504,2078,1816,1563,1221,1417,835, 
 经营活动现金流出小计(万元),19663,19487,18516,16905,18368,15465,12346,13816,12418,10923, 
 经营活动产生的现金流量净额(万元),8094,1938,8039,4605,7682,5124,4125,3943,4244,-521, 
 收回投资所收到的现金(万元),27410,36343,38700,14740,53571,31000,23860,--,--,--, 
 取得投资收益所收到的现金(万元),428,451,737,254,145,225,227,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,5,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),27838,36798,39437,14994,53715,31225,24087,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2261,5828,3524,43,106,131,31,447,110,2910, 
 投资所支付的现金(万元),11300,40453,40700,24740,53571,31000,23860,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
