 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),140267,138906,90317,82333,79785,81275,84848,70980, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),739,5,--,--,14,--,--,--, 
 收到的其他与经营活动有关的现金(万元),73494,1283,1231,508,522,1334,503,2431, 
 经营活动现金流入小计(万元),214501,140194,91548,82841,80321,82609,85351,73411, 
 购买商品、接受劳务支付的现金(万元),196559,95673,67887,50641,55744,55789,59138,57567, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),19926,16739,14090,11007,9758,9072,9908,8310, 
 支付的各项税费(万元),5941,4699,3636,2868,3169,2238,3395,2996, 
 支付的其他与经营活动有关的现金(万元),94172,13282,11081,6611,5527,5680,5254,2892, 
 经营活动现金流出小计(万元),316598,130393,96693,71127,74198,72779,77695,71766, 
 经营活动产生的现金流量净额(万元),-102097,9801,-5145,11714,6123,9830,7656,1645, 
 收回投资所收到的现金(万元),2894,12102,5000,--,--,--,--,350, 
 取得投资收益所收到的现金(万元),18,30,--,--,--,--,--,1, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),189,201,237,--,14,25,219,110, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),5036,--,--,--,--,80,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),8137,12334,5237,0,14,105,219,460, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1120,4442,10532,9908,10650,7340,6605,8227, 
 投资所支付的现金(万元),360,12500,1008,12498,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,22556,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),5036,--,--,--,--,161,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),6516,39497,11540,22406,10650,7501,6605,8227, 
 投资活动产生的现金流量净额(万元),1621,-27164,-6303,-22406,-10636,-7397,-6387,-7767, 
 吸收投资收到的现金(万元),--,22805,645,32587,--,--,--,10254, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,380,645,--,--,--,--,--, 
 取得借款收到的现金(万元),65631,45436,55857,32129,27976,38136,15003,19267, 
 发行债券收到的现金(万元),--,49400,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4856,1952,300,1224,3631,--,85,--, 
 筹资活动现金流入小计(万元),70487,119593,56802,65940,31608,38136,15088,29521, 
 偿还债务支付的现金(万元),33492,46756,31891,41542,24406,28280,15920,11874, 
 分配股利、利润或偿付利息所支付的现金(万元),8218,4823,4331,1806,1689,2045,1931,672, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,2282,94,623,160,7557,469,6006, 
 筹资活动现金流出小计(万元),41710,53861,36316,43971,26255,37882,18319,18552, 
 筹资活动产生的现金流量净额(万元),28778,65732,20486,21969,5352,254,-3231,10969, 
 汇率变动对现金及现金等价物的影响(万元),353,-514,-542,154,29,63,-14,-80, 
 现金及现金等价物净增加额(万元),-71346,47854,8495,11431,868,2751,-1975,4768, 
 加:期初现金及现金等价物余额(万元),81853,33999,25503,14073,13205,10454,12429,7661, 
 期末现金及现金等价物余额(万元),10507,81853,33999,25503,14073,13205,10454,12429, 
 净利润(万元),-31364,14849,7541,6526,6451,6226,6669,7725, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
