 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),225338,159640,135828,105412,120741,149997, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),2466,169,--,82,62,--, 
 收到的其他与经营活动有关的现金(万元),2740,3762,3048,3441,16474,73639, 
 经营活动现金流入小计(万元),230544,163571,138876,108935,137277,223636, 
 购买商品、接受劳务支付的现金(万元),111892,86346,48052,21244,43416,74995, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),43643,37670,25317,27711,33459,35313, 
 支付的各项税费(万元),23537,21424,16874,19883,20785,22281, 
 支付的其他与经营活动有关的现金(万元),18781,15138,11949,10290,25147,80262, 
 经营活动现金流出小计(万元),197853,160577,102192,79128,122807,212851, 
 经营活动产生的现金流量净额(万元),32691,2994,36684,29807,14471,10785, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),162,138,115,6,9,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,3500,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),162,3638,115,6,9,4, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2293,6298,4181,4941,9253,11039, 
 投资所支付的现金(万元),--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,3500,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2293,9798,4181,4941,9253,11039, 
 投资活动产生的现金流量净额(万元),-2132,-6159,-4066,-4935,-9245,-11035, 
 吸收投资收到的现金(万元),--,--,--,26098,--,11106, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,20000,48328,78950, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),3991,2237,2485,1915,4258,48889, 
 筹资活动现金流入小计(万元),3991,2237,2485,48013,52586,138945, 
 偿还债务支付的现金(万元),--,--,35925,44966,44086,67903, 
 分配股利、利润或偿付利息所支付的现金(万元),--,9806,558,3515,3990,4189, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4565,3369,3530,2390,6937,55910, 
 筹资活动现金流出小计(万元),4565,13174,40013,50870,55013,128002, 
 筹资活动产生的现金流量净额(万元),-575,-10937,-37528,-2857,-2426,10944, 
 汇率变动对现金及现金等价物的影响(万元),11,-141,105,103,16,-63, 
