 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),879752,896056,873328,742101,563183,451238,402187,313899, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2095,1126,637,1260,131,93,447,365, 
 收到的其他与经营活动有关的现金(万元),76712,77439,81355,118421,97373,31393,15838,31713, 
 经营活动现金流入小计(万元),958559,974622,955319,861783,660687,482723,418473,345978, 
 购买商品、接受劳务支付的现金(万元),672389,635969,596382,514262,424429,260773,268412,122941, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),79027,64156,60192,55272,51331,41548,32568,24203, 
 支付的各项税费(万元),63605,60580,59625,56092,39126,39863,33776,41093, 
 支付的其他与经营活动有关的现金(万元),87205,66646,203845,35038,46461,27921,47261,45662, 
 经营活动现金流出小计(万元),902226,827351,920045,660665,561346,370106,382017,233899, 
 经营活动产生的现金流量净额(万元),56332,147271,35275,201118,99341,112618,36456,112079, 
 收回投资所收到的现金(万元),482378,257222,18500,--,407,--,37,--, 
 取得投资收益所收到的现金(万元),12280,18873,7253,3765,3682,2631,1344,1274, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),62,217,11,349,47,10,123,31, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,783, 
 收到的其他与投资活动有关的现金(万元),23950,9196,3033,5795,33547,8096,5729,8531, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),518670,285508,28798,9908,37683,10737,7233,10618, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),26992,59467,51539,46568,50181,66905,43422,67240, 
 投资所支付的现金(万元),524228,277758,10421,41925,342,50,1091,3401, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,6854, 
 支付的其他与投资活动有关的现金(万元),4122,4397,1000,--,302,--,206,1895, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),555342,341622,62960,88493,50824,66955,44719,79389, 
 投资活动产生的现金流量净额(万元),-36673,-56114,-34162,-78584,-13141,-56218,-37485,-68771, 
 吸收投资收到的现金(万元),2279,9638,411098,1767,4262,15376,8031,4511, 
 其中：子公司吸收少数股东投资收到的现金(万元),2279,4938,782,1767,4262,3576,2781,3599, 
 取得借款收到的现金(万元),13625,--,--,32000,30000,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),2344,5357,6170,2153,3017,455,2010,3868, 
 筹资活动现金流入小计(万元),18248,14995,417268,35920,37279,15831,10040,8379, 
 偿还债务支付的现金(万元),1500,1500,33500,31500,51500,1500,12500,4500, 
 分配股利、利润或偿付利息所支付的现金(万元),81837,56714,11711,14085,14130,13338,5562,6516, 
 其中：子公司支付给少数股东的股利、利润(万元),20784,16794,10925,8063,6970,4382,2161,2064, 
 支付其他与筹资活动有关的现金(万元),6530,6052,3194,2866,5564,471,1741,7918, 
 筹资活动现金流出小计(万元),89867,64266,48406,48452,71194,15309,19804,18933, 
 筹资活动产生的现金流量净额(万元),-71619,-49271,368862,-12531,-33915,522,-9763,-10554, 
 汇率变动对现金及现金等价物的影响(万元),-45,-87,24,2,3,-1,-0,-2, 
 现金及现金等价物净增加额(万元),-52004,41800,369999,110004,52287,56920,-10793,32752, 
 加:期初现金及现金等价物余额(万元),787187,745387,375388,265383,213096,156176,166969,134217, 
 期末现金及现金等价物余额(万元),735183,787187,745387,375388,265383,213096,156176,166969, 
 净利润(万元),162177,113608,106392,103638,60581,49155,59480,52529, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),6282,7064,1861,5580,6375,6932,14527,2487, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),50542,52001,49948,49875,47729,41280,35023,28640, 
 无形资产摊销(万元),1470,775,603,639,619,523,402,334, 
 长期待摊费用摊销(万元),13747,12087,14407,10963,9008,7832,6828,5818, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),529,16,811,419,82,436,-42,4569, 
 固定资产报废损失(万元),--,194,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),770,452,924,171,3689,3638,3793,4471, 
 投资损失(万元),-64779,-11857,-11774,-9126,-4027,-5228,-996,-478, 
 递延所得税资产减少(万元),-365,-176,-463,838,-1306,-1988,-3468,-702, 
 递延所得税负债增加(万元),-1466,--,--,2285,-7,-7,-7,-3, 
 存货的减少(万元),-57293,-3307,4687,-36528,-9214,-26728,-42839,5373, 
