 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),32835,23283,31003,23247,19548,29909,39098,39521,33931,39170,36895,37973,34878, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,168,97,254,38,--,265,--, 
 收到的其他与经营活动有关的现金(万元),512,812,666,1345,581,1249,397,2212,4891,2675,2282,1067,615, 
 经营活动现金流入小计(万元),33347,24095,31669,24592,20129,31157,39663,41830,39075,41884,39177,39306,35493, 
 购买商品、接受劳务支付的现金(万元),22782,20688,25614,20470,13616,26676,32954,35912,26490,25492,33652,35537,29331, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5406,4884,4309,3514,3028,3015,2391,2240,2048,2167,2158,1806,1165, 
 支付的各项税费(万元),1510,580,1708,522,697,1000,1231,1996,1034,1702,1242,1828,581, 
 支付的其他与经营活动有关的现金(万元),4110,3055,3150,2104,3283,4720,4494,3342,3200,3479,3506,2172,2406, 
