 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),387114,277635,237085,235512,207953,197576,171393,125903, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),949,1342,1101,1069,511,325,989,94, 
 经营活动现金流入小计(万元),388063,278977,238186,236582,208464,197900,172382,125996, 
 购买商品、接受劳务支付的现金(万元),375303,267846,225820,207393,196751,170904,147409,111879, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9961,7245,6202,6359,5816,5451,3776,2573, 
 支付的各项税费(万元),14073,13057,11329,14485,12276,11495,10379,6624, 
 支付的其他与经营活动有关的现金(万元),13277,8660,6023,6042,6475,7780,5093,2962, 
 经营活动现金流出小计(万元),412613,296807,249374,234279,221318,195630,166656,124039, 
 经营活动产生的现金流量净额(万元),-24551,-17830,-11188,2303,-12854,2270,5726,1957, 
 收回投资所收到的现金(万元),992,9968,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,--,2,--,--,--,2911,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),88586,48181,150,150,200,500,7250,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),89587,58150,152,150,200,500,10161,2, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),24607,6369,816,155,1332,6971,13974,6034, 
 投资所支付的现金(万元),1749,14789,--,--,--,--,26,3250, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,1042,--, 
 支付的其他与投资活动有关的现金(万元),88000,48600,--,--,--,--,1294,592, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),114357,69758,816,155,1332,6971,16335,9875, 
 投资活动产生的现金流量净额(万元),-24769,-11608,-664,-5,-1132,-6471,-6175,-9873, 
 吸收投资收到的现金(万元),100,--,76725,--,--,--,21600,13300, 
 其中：子公司吸收少数股东投资收到的现金(万元),100,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),159000,169000,124400,58000,50000,33200,15750,7250, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,13,--,--,--,--,--, 
 筹资活动现金流入小计(万元),159100,169000,201138,58000,50000,33200,37350,20550, 
 偿还债务支付的现金(万元),124050,128900,104500,55000,34200,15000,13000,630, 
 分配股利、利润或偿付利息所支付的现金(万元),10387,11138,3043,3064,2556,1628,783,281, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),89,707,8014,75,73,279,140,240, 
 筹资活动现金流出小计(万元),134526,140745,115557,58139,36829,16907,13923,1151, 
 筹资活动产生的现金流量净额(万元),24574,28255,85581,-139,13171,16293,23427,19399, 
 汇率变动对现金及现金等价物的影响(万元),1,-0,-5,-2,--,--,--,--, 
 现金及现金等价物净增加额(万元),-24745,-1183,73725,2156,-815,12093,22978,11482, 
 加:期初现金及现金等价物余额(万元),125437,126620,52896,50739,51554,39462,16484,5002, 
 期末现金及现金等价物余额(万元),100692,125437,126620,52896,50739,51554,39462,16484, 
 净利润(万元),16508,16022,15572,15362,12711,12511,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),11870,6265,6389,4933,3087,2301,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1304,1363,1286,1287,1277,768,--,--, 
 无形资产摊销(万元),1030,228,169,144,140,103,--,--, 
 长期待摊费用摊销(万元),206,169,192,142,101,20,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),0,1,13,--,--,--,--,--, 
 固定资产报废损失(万元),1,0,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,0,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),7470,5138,3030,3064,2556,1628,--,--, 
 投资损失(万元),-1345,-399,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-88,0,--,10,-17,-34,--,--, 
 递延所得税负债增加(万元),--,0,--,--,--,--,--,--, 
 存货的减少(万元),-6993,-4740,-1122,-986,-548,-1422,--,--, 
 经营性应收项目的减少(万元),-67197,-67080,-43645,-26145,-33474,-24224,--,--, 
 经营性应付项目的增加(万元),12683,25202,6928,4493,1312,10620,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,0,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-24551,-17830,-11188,2303,-12854,2270,--,--, 
 债务转为资本(万元),--,0,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,0,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,0,--,--,--,--,--,--, 
 现金的期末余额(万元),100692,125437,126620,52896,50739,51554,39462,16484, 
 现金的期初余额(万元),125437,126620,52896,50739,51554,39462,16484,5002, 
 现金等价物的期末余额(万元),--,0,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,0,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-24745,-1183,73725,2156,-815,12093,22978,11482, 

