 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),52303,39388,32608,33792,31240, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),5525,3681,3817,1976,318, 
 收到的其他与经营活动有关的现金(万元),1812,822,1349,1071,1111, 
 经营活动现金流入小计(万元),59641,43892,37775,36840,32669, 
 购买商品、接受劳务支付的现金(万元),26382,17758,12970,12245,21138, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13210,10325,8401,5413,3710, 
 支付的各项税费(万元),5200,5330,3515,5273,3540, 
 支付的其他与经营活动有关的现金(万元),5731,3924,3627,4659,2149, 
 经营活动现金流出小计(万元),50523,37337,28513,27590,30536, 
 经营活动产生的现金流量净额(万元),9117,6555,9261,9250,2133, 
 收回投资所收到的现金(万元),--,4990,9600,1420,3050, 
 取得投资收益所收到的现金(万元),--,28,33,1,38, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),24,1510,0,--,15, 
 处置子公司及其他营业单位收到的现金净额(万元),--,62,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,14,1108,104,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),24,6603,10741,1525,3103, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),15575,6664,8352,1286,1771, 
 投资所支付的现金(万元),--,4990,6000,3620,2950, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,2527,2196,--, 
 支付的其他与投资活动有关的现金(万元),--,--,401,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),15575,11654,17280,7102,4721, 
 投资活动产生的现金流量净额(万元),-15551,-5051,-6539,-5577,-1618, 
 吸收投资收到的现金(万元),30,--,20000,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),30,--,--,--,--, 
 取得借款收到的现金(万元),772,--,6000,4000,3000, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),30,--,--,--,--, 
 筹资活动现金流入小计(万元),832,0,26000,4000,3000, 
 偿还债务支付的现金(万元),--,--,10000,3000,4500, 
 分配股利、利润或偿付利息所支付的现金(万元),--,768,12511,3195,710, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),427,127,--,--,--, 
 筹资活动现金流出小计(万元),427,895,22511,6195,5210, 
 筹资活动产生的现金流量净额(万元),405,-895,3489,-2195,-2210, 
 汇率变动对现金及现金等价物的影响(万元),79,-128,50,84,-21, 
 现金及现金等价物净增加额(万元),-5949,481,6260,1562,-1715, 
 加:期初现金及现金等价物余额(万元),8915,8434,2173,611,2327, 
 期末现金及现金等价物余额(万元),2965,8915,8434,2173,611, 
 净利润(万元),7833,9875,6993,6155,8797, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),788,640,848,1188,138, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2035,1694,1548,1214,1119, 
 无形资产摊销(万元),125,135,38,17,33, 
 长期待摊费用摊销(万元),258,106,51,12,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-6,49,13,--,-13, 
 固定资产报废损失(万元),--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),-54,128,154,132,258, 
 投资损失(万元),--,-214,-33,-1,-38, 
 递延所得税资产减少(万元),-223,79,-44,-34,-26, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-1754,-2547,-1202,-491,-1645, 
 经营性应收项目的减少(万元),-1064,-7215,-1032,-2060,-2077, 
 经营性应付项目的增加(万元),1180,3826,1927,2149,-4412, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,970,--, 
 经营活动产生现金流量净额(万元),9117,6555,9261,9250,2133, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),2965,8915,8434,2173,611, 
 现金的期初余额(万元),8915,8434,2173,611,2327, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-5949,481,6260,1562,-1715, 

