 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),29843,28515,34680,30726,34567,32589,27230,22946, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),949,1137,1249,1270,1535,1350,1657,896, 
 收到的其他与经营活动有关的现金(万元),686,846,662,904,298,280,891,870, 
 经营活动现金流入小计(万元),31479,30498,36591,32900,36401,34218,29778,24712, 
 购买商品、接受劳务支付的现金(万元),17926,17894,21254,18751,20198,18777,13627,14064, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6164,5721,5060,4513,4185,3474,3147,2099, 
 支付的各项税费(万元),2470,2835,2953,3548,4362,3756,4786,2686, 
 支付的其他与经营活动有关的现金(万元),3651,3376,3212,2526,2875,3351,3064,2663, 
 经营活动现金流出小计(万元),30211,29826,32479,29338,31620,29358,24625,21511, 
 经营活动产生的现金流量净额(万元),1268,672,4111,3562,4781,4861,5153,3201, 
 收回投资所收到的现金(万元),74542,59550,56100,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1671,793,513,108,20,294,20,559, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,1,1,0,2,7,1,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),76214,60344,56614,108,22,301,21,561, 
