 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),374481,317794,234964,198571,139663,123625,112694,113176,96412,58878,46935,33745,25465,23790, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),10943,9053,6769,4865,2886,2554,1592,614,442,--,--,0,587,320, 
 收到的其他与经营活动有关的现金(万元),14867,51564,16763,46920,6365,6637,2972,7018,3737,6098,1839,3994,851,3336, 
 经营活动现金流入小计(万元),400292,378411,258496,250355,148914,132816,117258,120809,100590,64976,48774,37739,26903,27445, 
 购买商品、接受劳务支付的现金(万元),179044,185071,97762,72270,59233,65867,62168,78673,70897,33750,32052,23250,21091,18951, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),55878,49677,33409,28155,19103,16924,13265,11588,10558,7375,3165,1938,1731,1436, 
 支付的各项税费(万元),36733,30768,26783,22182,17346,12642,11021,8738,6245,4937,4070,6722,670,578, 
 支付的其他与经营活动有关的现金(万元),48822,88685,32844,73425,32654,24938,13662,12112,6324,9266,3426,3575,5068,3051, 
 经营活动现金流出小计(万元),320477,354201,190798,196032,128336,120371,100116,111111,94024,55328,42714,35486,28560,24015, 
 经营活动产生的现金流量净额(万元),79814,24210,67698,54323,20578,12445,17142,9697,6566,9649,6060,2253,-1657,3430, 
 收回投资所收到的现金(万元),416323,557756,100,98,--,121,237,478,52,--,--,0,3,0, 
 取得投资收益所收到的现金(万元),3069,4678,2740,2117,--,-24,--,60,196,99,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),267,62,55,35,22,34,0,2771,4,1,44,3929,1612,5274, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,14713,--,--,--,--,8,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),260,3939,2600,1659,--,--,2900,--,--,--,--,2010,6083,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),419919,566436,5495,18623,22,131,3137,3309,259,100,44,5939,7698,5274, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),38954,48999,7618,16484,14616,8856,15958,9354,9462,7443,7297,5682,2497,6072, 
 投资所支付的现金(万元),487588,469956,95180,5450,1077,60,348,338,--,--,--,0,76,38, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,89645,--,55450,--,--,953,160,--,2287,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,8,1659,--,--,--,--,--,--,--,--,338,0,8500, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),526542,608607,104457,77384,15693,8917,17259,9851,9462,9731,7297,6020,2573,14609, 
 投资活动产生的现金流量净额(万元),-106623,-42172,-98962,-58761,-15671,-8786,-14122,-6542,-9203,-9630,-7253,-81,5125,-9336, 
 吸收投资收到的现金(万元),200,14338,253047,--,--,--,--,--,25216,--,23448,0,600,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,1960,345,--,--,--,--,--,--,--,--,0,0,0, 
 取得借款收到的现金(万元),17720,11692,10573,71775,5000,11300,700,3000,2980,12000,4500,9000,14000,5500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 筹资活动现金流入小计(万元),17920,26030,263620,71775,5000,11300,700,3000,28196,12000,27948,9000,14600,5500, 
 偿还债务支付的现金(万元),17026,8042,22058,57005,300,9300,400,6275,4520,9935,12500,13500,6000,2500, 
 分配股利、利润或偿付利息所支付的现金(万元),15581,27180,24043,1033,5567,5342,4121,160,1772,3315,2342,4965,1957,222, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,126,--,722,0,0,0, 
 筹资活动现金流出小计(万元),32607,35222,46101,58037,5867,14642,4521,6435,6418,13250,15564,18465,7957,2722, 
 筹资活动产生的现金流量净额(万元),-14687,-9192,217519,13737,-867,-3342,-3821,-3435,21778,-1250,12384,-9465,6643,2778, 
 汇率变动对现金及现金等价物的影响(万元),2272,-1496,1554,484,53,-195,-31,-89,-52,-10,-8,-16,0,-23, 
