 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),282567,237688,124244,131010,165151,160965,160808,134637,87898,72313,47821,38964, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),55,192,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),38390,55885,4053,666,1197,183,1353,247,139,75,206,275, 
 经营活动现金流入小计(万元),321012,293765,128298,131676,166348,161148,162160,134884,88037,72389,48027,39239, 
 购买商品、接受劳务支付的现金(万元),206856,294039,146137,95018,153516,163024,140573,112584,67392,51416,37088,39030, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),23981,19932,18767,14940,13904,12775,10781,9076,6136,4879,4257,3104, 
 支付的各项税费(万元),7876,7291,7492,7267,3800,3404,3991,2618,3411,2076,2531,1478, 
 支付的其他与经营活动有关的现金(万元),49441,38357,10541,3262,4004,3392,3096,2644,2152,1979,1334,1550, 
 经营活动现金流出小计(万元),288155,359618,182937,120487,175224,182595,158440,126922,79090,60350,45209,45162, 
 经营活动产生的现金流量净额(万元),32857,-65853,-54639,11189,-8876,-21448,3721,7962,8946,12038,2818,-5923, 
 收回投资所收到的现金(万元),3930,--,5,--,--,--,--,--,0,443,2010,415, 
 取得投资收益所收到的现金(万元),44,16,--,--,--,--,--,--,--,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),196,601,41,16,0,16,31,19,18,1,8,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,470,1476,529,327,267,246,225,178,148,36,14, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4170,1087,1522,545,327,284,277,244,196,592,2055,429, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),37221,38889,31196,5147,1354,9165,4914,9768,16332,12409,8215,2220, 
 投资所支付的现金(万元),2500,1730,--,--,--,--,5,--,--,478,2010,380, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,5147,--,--,--,--,--,--,--,--,--,1511, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,8000,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),39721,45766,31196,5147,9354,9165,4919,9768,16332,12887,10225,4110, 
 投资活动产生的现金流量净额(万元),-35551,-44679,-29675,-4602,-9027,-8882,-4642,-9524,-16136,-12295,-8170,-3681, 
 吸收投资收到的现金(万元),3117,6538,112431,19502,--,--,--,--,6120,--,--,4638, 
 其中：子公司吸收少数股东投资收到的现金(万元),3117,1965,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),146405,137460,150250,91270,115580,140235,107475,82075,54440,38975,39950,12500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1600,900,3000,12000,--,6000,6000,5523,58,2700,2204, 
 筹资活动现金流入小计(万元),149522,145598,263581,113772,127580,140235,113475,88075,66083,39033,42650,19342, 
 偿还债务支付的现金(万元),135865,56927,93150,109000,118000,117660,86736,61739,41215,33400,26848,8251, 
 分配股利、利润或偿付利息所支付的现金(万元),12640,12347,8161,7121,7358,6735,6107,5224,3320,2666,2804,1222, 
 其中：子公司支付给少数股东的股利、利润(万元),--,135,66,46,55,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1432,4630,7710,4552,2172,2913,4344,4472,2983,1307,2531,75, 
 筹资活动现金流出小计(万元),149937,73903,109020,120672,127530,127308,97186,71435,47517,37372,32183,9548, 
 筹资活动产生的现金流量净额(万元),-415,71695,154561,-6900,50,12927,16289,16640,18566,1661,10467,9795, 
 汇率变动对现金及现金等价物的影响(万元),0,-1,--,0,0,-0,-0,-1,-1,--,-0,--, 
 现金及现金等价物净增加额(万元),-3108,-38839,70247,-314,-17853,-17402,15367,15077,11375,1405,5115,190, 
 加:期初现金及现金等价物余额(万元),46065,84904,14657,14971,32823,50226,34858,19782,8406,7001,1886,1696, 
 期末现金及现金等价物余额(万元),42957,46065,84904,14657,14971,32823,50226,34858,19782,8406,7001,1886, 
 净利润(万元),9012,7173,5098,3153,3980,4164,5463,5865,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),6316,4565,5337,3429,1610,1280,934,436,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6221,4669,4265,4176,4336,4083,3583,3042,--,--,--,--, 
 无形资产摊销(万元),629,472,341,144,122,122,122,122,--,--,--,--, 
 长期待摊费用摊销(万元),22,11,9,7,--,--,12,12,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),31,63,-1,9,--,4,-7,-3,--,--,--,--, 
 固定资产报废损失(万元),64,--,--,--,2,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),6517,10822,6020,6330,6910,6486,6077,5442,--,--,--,--, 
 投资损失(万元),-21,-16,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-882,-1226,-851,-514,-263,-196,-143,96,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),-68736,33000,-62113,3318,-25345,-24379,-17194,-8687,--,--,--,--, 
 经营性应收项目的减少(万元),-17529,-99770,-40901,-33794,-19941,-20891,-13906,-7594,--,--,--,--, 
 经营性应付项目的增加(万元),90640,-29490,19056,37602,39402,10998,13244,8955,--,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),572,3873,9101,-12670,-19690,-3119,5536,277,--,--,--,--, 
 经营活动产生现金流量净额(万元),32857,-65853,-54639,11189,-8876,-21448,3721,7962,--,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,13108,--,--,8380,--,--,--,--, 
 现金的期末余额(万元),42957,46065,84904,14657,14971,32823,50226,34858,19782,8406,7001,1886, 
 现金的期初余额(万元),46065,84904,14657,14971,32823,50226,34858,19782,8406,7001,1886,1696, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-3108,-38839,70247,-314,-17853,-17402,15367,15077,11375,1405,5115,190, 

