 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),28225,23364,21746,16488,16939,10335, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),1611,1442,1747,1693,566,751, 
 收到的其他与经营活动有关的现金(万元),337,317,296,766,680,3260, 
 经营活动现金流入小计(万元),30173,25122,23789,18947,18185,14345, 
 购买商品、接受劳务支付的现金(万元),7862,6853,8227,4945,5409,6371, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8064,5494,3770,2718,2263,1529, 
 支付的各项税费(万元),3559,4381,4459,2418,1837,482, 
 支付的其他与经营活动有关的现金(万元),4709,3359,2423,2199,1674,5146, 
 经营活动现金流出小计(万元),24194,20085,18879,12280,11183,13528, 
 经营活动产生的现金流量净额(万元),5979,5037,4910,6667,7002,818, 
 收回投资所收到的现金(万元),177898,42167,44150,17300,13500,1000, 
 取得投资收益所收到的现金(万元),1188,169,166,114,68,26, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,0,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),179086,42336,44316,17414,13568,1026, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11911,2330,3484,73,460,4276, 
 投资所支付的现金(万元),219159,42167,43650,12500,17300,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),231070,44497,47134,12573,17760,4276, 
 投资活动产生的现金流量净额(万元),-51984,-2160,-2818,4840,-4192,-3251, 
 吸收投资收到的现金(万元),42724,--,5250,1019,2030,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,30,--, 
 取得借款收到的现金(万元),--,--,--,--,--,1800, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),42724,0,5250,1019,2030,1800, 
 偿还债务支付的现金(万元),--,--,--,1440,360,--, 
 分配股利、利润或偿付利息所支付的现金(万元),3742,4069,3900,3512,4872,11, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),771,--,--,--,--,--, 
 筹资活动现金流出小计(万元),4513,4069,3900,4952,5232,11, 
 筹资活动产生的现金流量净额(万元),38211,-4069,1350,-3933,-3202,1789, 
 汇率变动对现金及现金等价物的影响(万元),105,-86,47,30,1,-1, 
 现金及现金等价物净增加额(万元),-7689,-1279,3488,7605,-390,-645, 
 加:期初现金及现金等价物余额(万元),10468,11747,8259,654,1045,1689, 
 期末现金及现金等价物余额(万元),2779,10468,11747,8259,654,1045, 
 净利润(万元),8482,9100,8145,4814,4452,3944, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),190,339,92,-30,0,101, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),605,489,322,325,158,51, 
 无形资产摊销(万元),5,5,5,3,2,2, 
 长期待摊费用摊销(万元),105,70,64,57,38,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),0,-1,--,--,--,--, 
 固定资产报废损失(万元),--,--,0,--,0,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),--,--,--,12,122,11, 
 投资损失(万元),-1188,-169,-166,-114,-68,-26, 
 递延所得税资产减少(万元),-30,-50,-14,9,2,-46, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-661,-923,-113,71,-496,-1038, 
 经营性应收项目的减少(万元),-2119,-4650,-1423,-612,1092,-1618, 
 经营性应付项目的增加(万元),589,829,-2095,-95,1701,-563, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,92,2226,--,--, 
 经营活动产生现金流量净额(万元),5979,5037,4910,6667,7002,818, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),2779,10468,11747,8259,654,1045, 
 现金的期初余额(万元),10468,11747,8259,654,1045,1689, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-7689,-1279,3488,7605,-390,-645, 

