 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),60810,52397,38853,34512,37412,34311, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),4796,4239,2903,2824,2265,2337, 
 收到的其他与经营活动有关的现金(万元),1644,505,203,156,153,335, 
 经营活动现金流入小计(万元),67251,57141,41959,37491,39830,36984, 
 购买商品、接受劳务支付的现金(万元),35701,29710,16674,15655,17851,17255, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9100,7547,6145,5694,5509,4868, 
 支付的各项税费(万元),5277,6117,4732,4454,4882,4222, 
 支付的其他与经营活动有关的现金(万元),3870,3578,3202,2579,2579,2663, 
 经营活动现金流出小计(万元),53948,46952,30752,28381,30821,29008, 
 经营活动产生的现金流量净额(万元),13303,10189,11207,9110,9009,7975, 
 收回投资所收到的现金(万元),106743,85655,101954,100413,111285,39969, 
 取得投资收益所收到的现金(万元),68,100,90,145,90,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),18,16,40,145,5,24, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,0,--,--,--, 
 收到的其他与投资活动有关的现金(万元),217,202,703,--,--,500, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),107045,85973,102787,100703,111381,40493, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14111,6844,5587,4886,4754,3664, 
 投资所支付的现金(万元),98280,119375,101123,104426,116731,44030, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,100,750,350,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),112391,126219,106810,110062,121835,47694, 
 投资活动产生的现金流量净额(万元),-5346,-40246,-4024,-9358,-10454,-7200, 
 吸收投资收到的现金(万元),516,43565,270,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),516,65,270,--,--,--, 
 取得借款收到的现金(万元),--,--,--,1800,1844,1977, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,180, 
 筹资活动现金流入小计(万元),516,43565,270,1800,1844,2157, 
 偿还债务支付的现金(万元),--,--,900,900,1894,3427, 
 分配股利、利润或偿付利息所支付的现金(万元),3925,2500,5704,2055,2581,2051, 
 其中：子公司支付给少数股东的股利、利润(万元),225,--,189,45,48,40, 
 支付其他与筹资活动有关的现金(万元),127,1119,359,--,--,--, 
 筹资活动现金流出小计(万元),4052,3619,6963,2955,4476,5478, 
 筹资活动产生的现金流量净额(万元),-3536,39945,-6693,-1155,-2631,-3321, 
 汇率变动对现金及现金等价物的影响(万元),131,62,121,140,-164,-25, 
 现金及现金等价物净增加额(万元),4552,9951,611,-1264,-4240,-2571, 
 加:期初现金及现金等价物余额(万元),11760,1808,1197,2461,6700,9271, 
 期末现金及现金等价物余额(万元),16311,11760,1808,1197,2461,6700, 
 净利润(万元),14963,12362,8242,9074,8490,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),109,126,57,129,63,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2785,2338,1761,1240,1121,--, 
 无形资产摊销(万元),113,92,109,108,105,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),3,-2,95,-87,12,--, 
 固定资产报废损失(万元),24,61,--,--,--,--, 
 公允价值变动损失(万元),--,--,-64,64,-1,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),-130,-62,-110,-129,197,--, 
 投资损失(万元),-1858,-857,-544,-934,-313,--, 
 递延所得税资产减少(万元),-126,4,-3,-27,-19,--, 
 递延所得税负债增加(万元),977,--,--,-0,0,--, 
 存货的减少(万元),-2262,-2381,-920,340,785,--, 
 经营性应收项目的减少(万元),-2830,-3423,-1017,-1084,-1980,--, 
 经营性应付项目的增加(万元),1536,1959,2430,458,613,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,-27,1172,-42,-65,--, 
 经营活动产生现金流量净额(万元),13303,10189,11207,9110,9009,--, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),16311,11760,1808,1197,2461,6700, 
 现金的期初余额(万元),11760,1808,1197,2461,6700,9271, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),4552,9951,611,-1264,-4240,-2571, 

