 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),79334,44583,27633,21991,18218,15889,14063, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),104,--,--,--,1,--,--, 
 收到的其他与经营活动有关的现金(万元),267,248,137,257,480,481,1579, 
 经营活动现金流入小计(万元),79705,44832,27771,22248,18699,16370,15643, 
 购买商品、接受劳务支付的现金(万元),8441,5264,6541,5152,4988,4551,3910, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4981,4251,3760,3228,2765,1768,1446, 
 支付的各项税费(万元),11578,7151,4245,3223,2628,1889,1918, 
 支付的其他与经营活动有关的现金(万元),46985,23510,9451,5255,5889,3645,4492, 
 经营活动现金流出小计(万元),71984,40176,23997,16858,16270,11853,11766, 
 经营活动产生的现金流量净额(万元),7721,4656,3774,5390,2429,4516,3877, 
 收回投资所收到的现金(万元),47228,25900,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,317,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,303,0,26,41,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,200,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),47239,26520,0,26,241,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7667,6652,4563,2863,2907,4161,6803, 
 投资所支付的现金(万元),49948,38080,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,148,1412,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,180,20,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),57615,44732,4563,3011,4499,4181,6803, 
 投资活动产生的现金流量净额(万元),-10376,-18211,-4563,-2985,-4258,-4181,-6803, 
 吸收投资收到的现金(万元),--,20776,--,--,--,--,5119, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),12000,4260,4240,3770,4640,2200,3000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),12000,25036,4240,3770,4640,2200,8119, 
 偿还债务支付的现金(万元),4310,3240,4770,3970,3200,1800,3200, 
 分配股利、利润或偿付利息所支付的现金(万元),2417,2512,631,765,221,130,736, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,720,--,--,--,--,--, 
 筹资活动现金流出小计(万元),6727,6472,5401,4735,3421,1930,3936, 
 筹资活动产生的现金流量净额(万元),5273,18564,-1161,-965,1219,270,4183, 
 汇率变动对现金及现金等价物的影响(万元),0,-0,0,0,-7,-5,-0, 
 现金及现金等价物净增加额(万元),2618,5008,-1950,1440,-617,601,1257, 
 加:期初现金及现金等价物余额(万元),7427,2419,4369,2929,3547,2946,1689, 
 期末现金及现金等价物余额(万元),10046,7427,2419,4369,2929,3547,2946, 
 净利润(万元),8322,6560,4524,4033,3421,3329,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),151,195,108,-65,-11,22,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1613,1349,1206,1030,967,365,--, 
 无形资产摊销(万元),64,62,64,64,52,26,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),7,-301,-0,-3,-15,--,--, 
 固定资产报废损失(万元),47,70,27,27,142,0,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),405,113,179,166,200,32,--, 
 投资损失(万元),-122,-305,--,--,--,--,--, 
 递延所得税资产减少(万元),95,-131,-24,89,-16,-18,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--, 
 存货的减少(万元),-4167,992,-749,61,-1923,431,--, 
 经营性应收项目的减少(万元),-1470,-4767,-1340,53,-294,-977,--, 
 经营性应付项目的增加(万元),2775,819,-218,-64,-93,1306,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),7721,4656,3774,5390,2429,4516,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),10046,7427,2419,4369,2929,3547,2946, 
 现金的期初余额(万元),7427,2419,4369,2929,3547,2946,1689, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),2618,5008,-1950,1440,-617,601,1257, 

