 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),87947,39201,18207,20445,24399,14979,11212,9095, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1532,317,97,53,80,6,6,--, 
 收到的其他与经营活动有关的现金(万元),1616,467,1070,675,191,71,192,146, 
 经营活动现金流入小计(万元),91096,39986,19374,21172,24670,15056,11410,9240, 
 购买商品、接受劳务支付的现金(万元),54028,27810,5435,8847,7202,5542,4584,3554, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9619,6812,5043,5353,4228,2727,2390,1831, 
 支付的各项税费(万元),3945,2654,1621,2832,2176,2254,1473,1435, 
 支付的其他与经营活动有关的现金(万元),4979,6600,2779,2623,2382,1149,1115,1071, 
 经营活动现金流出小计(万元),72572,43876,14879,19655,15989,11672,9563,7891, 
 经营活动产生的现金流量净额(万元),18524,-3891,4495,1518,8682,3383,1847,1349, 
 收回投资所收到的现金(万元),20300,11811,116850,84910,67631,--,--,--, 
 取得投资收益所收到的现金(万元),76,30,318,334,253,75,109,36, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,4,29,3,9,25,1,110, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),20382,11845,117197,85248,67892,100,110,146, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5877,9332,5686,5906,1877,3452,634,636, 
 投资所支付的现金(万元),20300,11811,116850,84790,67634,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),26177,21143,122536,90696,69511,3452,634,636, 
 投资活动产生的现金流量净额(万元),-5795,-9298,-5339,-5448,-1619,-3352,-524,-490, 
 吸收投资收到的现金(万元),2063,15526,--,--,7210,3,--,3000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),7000,7000,3567,3426,2600,1500,300,200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),9063,22526,3567,3426,9810,1503,300,3200, 
 偿还债务支付的现金(万元),8465,4528,100,3500,1000,800,200,300, 
 分配股利、利润或偿付利息所支付的现金(万元),2160,900,620,2519,19,1520,18,1017, 
 其中：子公司支付给少数股东的股利、利润(万元),25,25,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),633,430,--,--,--,--,--,170, 
 筹资活动现金流出小计(万元),11258,5858,720,6019,1019,2320,218,1487, 
 筹资活动产生的现金流量净额(万元),-2195,16668,2847,-2593,8791,-817,82,1713, 
 汇率变动对现金及现金等价物的影响(万元),116,-216,102,140,-17,-13,1,-16, 
 现金及现金等价物净增加额(万元),10650,3263,2105,-6384,15836,-799,1406,2556, 
 加:期初现金及现金等价物余额(万元),19630,16367,14262,20645,4809,5608,4202,1646, 
 期末现金及现金等价物余额(万元),30280,19630,16367,14262,20645,4809,5608,4202, 
 净利润(万元),14116,8234,3751,3369,5523,4350,3344,2473, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),304,707,94,40,18,84,48,10, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2198,1611,662,572,458,395,363,285, 
 无形资产摊销(万元),128,111,106,89,71,20,12,8, 
 长期待摊费用摊销(万元),38,18,93,116,122,34,23,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),2,6,1,23,-2,8,9,-38, 
 固定资产报废损失(万元),72,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),373,529,20,19,23,20,18,17, 
 投资损失(万元),-76,-30,-318,-334,-249,-75,-109,-36, 
 递延所得税资产减少(万元),-125,-45,--,--,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),-3471,-5265,378,-880,-895,-164,-236,-295, 
 经营性应收项目的减少(万元),9979,-19503,-2846,1545,187,-2259,-2432,-1251, 
 经营性应付项目的增加(万元),-5076,9735,2555,-3041,2322,968,807,177, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),63,--,--,--,1105,--,--,--, 
 经营活动产生现金流量净额(万元),18524,-3891,4495,1518,8682,3383,1847,1349, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),30280,19630,16367,14262,20645,4809,5608,4202, 
 现金的期初余额(万元),19630,16367,14262,20645,4809,5608,4202,1646, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),10650,3263,2105,-6384,15836,-799,1406,2556, 

