 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),195978,168252,168386,144651,101588,62548,44706,32677, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),0,22,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),15234,10274,10360,8494,5224,8681,4280,2923, 
 经营活动现金流入小计(万元),211212,178548,178746,153146,106812,71229,48986,35600, 
 购买商品、接受劳务支付的现金(万元),156359,92785,83021,75252,44005,61706,46240,27780, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16535,15510,14187,11287,8429,6512,4786,3011, 
 支付的各项税费(万元),10027,8770,7465,5481,8536,5232,2159,1765, 
 支付的其他与经营活动有关的现金(万元),43212,30601,27640,22767,19339,12138,9184,5204, 
 经营活动现金流出小计(万元),226132,147666,132313,114787,80309,85588,62369,37760, 
 经营活动产生的现金流量净额(万元),-14920,30882,46433,38358,26503,-14359,-13383,-2160, 
 收回投资所收到的现金(万元),10507,120000,--,--,--,1500,1400,1640, 
 取得投资收益所收到的现金(万元),598,1317,620,487,524,308,723,439, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,72,14,67,55,63,--,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,10301,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),11107,131690,633,555,579,1872,2123,2087, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14827,13020,25685,20205,15681,11589,9336,10767, 
 投资所支付的现金(万元),10300,120000,--,--,20,--,175,2470, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,38107,--,--,63,483,--,1940, 
 支付的其他与投资活动有关的现金(万元),900,2500,--,--,--,--,--,983, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),26027,173627,25685,20205,15763,12071,9511,16161, 
 投资活动产生的现金流量净额(万元),-14920,-41937,-25051,-19650,-15184,-10200,-7388,-14074, 
 吸收投资收到的现金(万元),480,--,44618,--,588,--,178,61047, 
 其中：子公司吸收少数股东投资收到的现金(万元),480,--,--,--,588,--,178,245, 
 取得借款收到的现金(万元),890,--,--,2000,13000,10000,--,21000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),6623,2166,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),7993,2166,44618,2000,13588,10000,178,82047, 
 偿还债务支付的现金(万元),2468,154,2000,8000,15000,--,--,30640, 
 分配股利、利润或偿付利息所支付的现金(万元),6911,4467,300,318,531,93,--,1334, 
 其中：子公司支付给少数股东的股利、利润(万元),188,299,184,53,32,14,--,12, 
 支付其他与筹资活动有关的现金(万元),12792,6400,--,245,234,318,150,107, 
 筹资活动现金流出小计(万元),22171,11021,2300,8563,15765,411,150,32081, 
 筹资活动产生的现金流量净额(万元),-14178,-8855,42319,-6563,-2177,9589,28,49966, 
 汇率变动对现金及现金等价物的影响(万元),0,0,0,-1,-0,-0,--,--, 
 现金及现金等价物净增加额(万元),-44018,-19910,63701,12145,9142,-14970,-20743,33732, 
 加:期初现金及现金等价物余额(万元),78427,98337,34636,22491,13349,28320,49063,15331, 
 期末现金及现金等价物余额(万元),34409,78427,98337,34636,22491,13349,28320,49063, 
 净利润(万元),-62217,11470,11764,11425,8393,11422,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),85755,2042,5152,6036,3177,1509,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),7917,7243,5987,4686,3218,2504,--,--, 
 无形资产摊销(万元),386,351,267,35,25,19,--,--, 
 长期待摊费用摊销(万元),6462,6767,5961,4766,3617,3114,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,110,-4,10,20,67,--,--, 
 固定资产报废损失(万元),-1,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),4033,307,115,265,499,49,--,--, 
 投资损失(万元),-731,-1499,-392,-704,-546,-411,--,--, 
 递延所得税资产减少(万元),1008,-50,-64,-17,22,-47,--,--, 
