 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),144255,128039,105614,87325,42815,43825,34777,49463,48037,35508,31113,27491, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的税费返还(万元),47,82,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与经营活动有关的现金(万元),14540,11954,14207,9744,9358,25995,12700,15431,1242,1646,776,3927, 
 经营活动现金流入小计(万元),158843,140075,119821,97068,52172,69820,47477,64893,49279,37154,31889,31418, 
 购买商品、接受劳务支付的现金(万元),100053,80714,57816,52110,34755,40945,22964,34277,36104,27939,22539,19906, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),24372,21725,13052,12576,7949,6967,5494,4942,3872,2997,2546,2554, 
 支付的各项税费(万元),5405,4864,3379,4112,2276,2071,1244,2712,2016,1662,1012,758, 
 支付的其他与经营活动有关的现金(万元),12285,18523,10397,11292,9174,24340,13760,18397,3868,925,1440,6857, 
 经营活动现金流出小计(万元),142116,125827,84644,80089,54155,74324,43463,60327,45860,33523,27537,30074, 
 经营活动产生的现金流量净额(万元),16727,14249,35176,16979,-1983,-4504,4014,4566,3418,3631,4352,1344, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,10,336,1, 
 取得投资收益所收到的现金(万元),--,186,--,--,--,--,180,80,80,36,22,13, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,180,4,18,12,--,4,--,8,0,4,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,447,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流入小计(万元),7,365,4,18,12,447,184,80,88,47,362,16, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1822,2101,2956,2018,2365,3092,499,2005,228,188,274,983, 
 投资所支付的现金(万元),904,--,--,--,1000,--,--,--,--,0,85,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,8,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流出小计(万元),2726,2101,2956,2018,3365,3100,499,2005,228,188,360,983, 
 投资活动产生的现金流量净额(万元),-2719,-1736,-2953,-2000,-3353,-2653,-316,-1925,-140,-141,2,-967, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,33832,0,0,950, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 取得借款收到的现金(万元),--,--,--,--,4531,--,--,--,3500,200,2000,7300, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收到其他与筹资活动有关的现金(万元),--,205,--,--,--,--,--,--,--,0,0,0, 
 筹资活动现金流入小计(万元),0,205,0,0,4531,0,0,0,37332,200,2000,8250, 
 偿还债务支付的现金(万元),--,--,--,531,4000,--,--,--,3500,1700,2500,5300, 
 分配股利、利润或偿付利息所支付的现金(万元),4016,1429,1656,1707,286,1113,1064,--,24,814,588,724, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,140,120,100,102,--,--,--,--,0,0, 
 支付其他与筹资活动有关的现金(万元),16108,--,--,5158,--,--,--,--,1261,0,0,0, 
 筹资活动现金流出小计(万元),20124,1429,1656,7396,4286,1113,1064,0,4785,2514,3088,6024, 
 筹资活动产生的现金流量净额(万元),-20124,-1224,-1656,-7396,245,-1113,-1064,0,32547,-2314,-1088,2226, 
 汇率变动对现金及现金等价物的影响(万元),-3,-4,1,5,--,--,--,--,--,--,0,0, 
 现金及现金等价物净增加额(万元),-6118,11285,30568,7588,-5092,-8269,2634,2641,35826,1176,3266,2602, 
 加:期初现金及现金等价物余额(万元),103034,91748,45197,37609,40943,49213,46578,43938,10830,9654,6388,3786, 
 期末现金及现金等价物余额(万元),96915,103034,75765,45197,35852,40943,49213,46578,46656,10830,9654,6388, 
 净利润(万元),9005,8053,6237,5776,5312,4854,4554,4207,3599,2717,2269,2095, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 资产减值准备(万元),-354,485,114,434,-84,-98,555,106,243,-79,165,169, 
