 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),148060,106849,87917,81789,121771,102627,126011,119424,79069,41591, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),178,84,62,37,20,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),191,8,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),703,886,541,4723,1647,1351,1239,4323,1020,677, 
 经营活动现金流入小计(万元),149132,107826,88520,86549,123438,103978,127249,123747,80090,42269, 
 购买商品、接受劳务支付的现金(万元),100595,94551,73419,72007,109503,101467,101427,112425,69885,35145, 
 客户贷款及垫款净增加额(万元),99,-24,367,-413,500,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5139,4886,3993,3715,3236,2670,2786,2230,1116,780, 
 支付的各项税费(万元),5345,4383,2460,2534,3347,4719,5240,4546,2218,2513, 
 支付的其他与经营活动有关的现金(万元),12448,9736,6198,6914,5992,6422,6977,6849,3824,2992, 
 经营活动现金流出小计(万元),123626,113532,86437,84757,122577,115278,116430,126049,77044,41431, 
 经营活动产生的现金流量净额(万元),25506,-5706,2083,1792,861,-11299,10819,-2303,3046,838, 
 收回投资所收到的现金(万元),500,12470,4000,10000,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),6,105,54,99,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),144,--,--,0,--,10,2,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),650,12575,4054,10099,0,10,2,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3230,3399,4829,5372,10172,5915,4910,6534,6752,3907, 
 投资所支付的现金(万元),500,9963,7000,10000,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),5325,--,3773,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,640,2800, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),9055,13361,15602,15372,10172,5915,4910,6534,7391,6707, 
 投资活动产生的现金流量净额(万元),-8405,-786,-11548,-5273,-10172,-5906,-4907,-6534,-7391,-6707, 
 吸收投资收到的现金(万元),--,--,17723,--,26190,--,30,--,3200,5700, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,25,--,30,--,--,--, 
 取得借款收到的现金(万元),69732,61574,61615,71244,64418,58000,34000,40600,34000,9580, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1684,50,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),71416,61624,79338,71244,90608,58000,34030,40600,37200,15280, 
 偿还债务支付的现金(万元),74750,52826,72559,71314,54566,40000,34000,24600,27980,5600, 
 分配股利、利润或偿付利息所支付的现金(万元),3744,2968,2942,4933,4822,2869,2990,2574,1053,745, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1779,301,287,--,628,--,--,--,--,--, 
 筹资活动现金流出小计(万元),80273,56096,75788,76247,60016,42869,36990,27174,29033,6345, 
 筹资活动产生的现金流量净额(万元),-8857,5528,3550,-5003,30592,15131,-2960,13426,8167,8935, 
 汇率变动对现金及现金等价物的影响(万元),-95,-161,20,56,-1,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),8150,-1125,-5895,-8427,21280,-2074,2952,4589,3822,1213, 
 加:期初现金及现金等价物余额(万元),16993,18118,24013,32440,10661,12734,9782,5193,1371,159, 
 期末现金及现金等价物余额(万元),25143,16993,18118,24013,31940,10661,12734,9782,5193,1371, 
 净利润(万元),-10159,2261,1571,-2870,3818,5267,6487,6430,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),15532,1429,778,2803,1515,585,631,407,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3436,3002,2415,2327,2209,1488,1365,1170,--,--, 
 无形资产摊销(万元),582,541,257,142,126,126,125,119,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-4,-1,-2,2,0,1,-1,--,--,--, 
