 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),27841536,24366037,22633401,18707423,15171128,13284394,10435199,9347205,8999818,7768383,6198863,4728627, 
 客户存款和同业存放款项净增加额(万元),163020,-1414,1279666,--,--,--,--,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),60241,73833,26318,--,--,--,--,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--, 
 收到的税费返还(万元),116651,98111,106684,94735,60288,47382,40212,37448,42239,35931,14284,15035, 
 收到的其他与经营活动有关的现金(万元),2683154,2183803,1702316,1288776,892672,809325,525356,299361,212891,138335,388801,223735, 
 经营活动现金流入小计(万元),30864602,26720369,25748385,20090934,16124088,14141100,11000767,9684013,9254947,7942649,6601948,4967397, 
 购买商品、接受劳务支付的现金(万元),21993355,19428142,16718173,14139910,12029283,10803071,8556818,7222741,7268441,6255531,4850612,3837592, 
 客户贷款及垫款净增加额(万元),153323,121340,379960,--,--,--,--,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),66123,9670,213455,--,--,--,--,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),16064,18728,1975,--,--,--,--,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--, 
