 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),814403,795593,706996,625461,543512,498880,488943,485455,427024,350676, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),65756,63702,53627,54510,41767,45581,42760,41652,36122,19892, 
 收到的其他与经营活动有关的现金(万元),11394,7115,6403,8448,5897,4814,5165,6478,5084,4773, 
 经营活动现金流入小计(万元),891553,866409,767026,688420,591176,549274,536867,533585,468230,375341, 
 购买商品、接受劳务支付的现金(万元),615163,585434,468367,432247,416546,367251,388523,391943,342635,251874, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),152309,156891,130763,118799,97589,77794,69566,65721,66745,45985, 
 支付的各项税费(万元),31763,28528,23716,20099,18182,15534,16610,11738,7749,5618, 
 支付的其他与经营活动有关的现金(万元),47789,49363,48579,41111,37358,32147,28055,26670,29040,21579, 
 经营活动现金流出小计(万元),847024,820217,671425,612256,569675,492726,502754,496072,446169,325056, 
 经营活动产生的现金流量净额(万元),44530,46192,95601,76163,21501,56548,34113,37513,22062,50285, 
 收回投资所收到的现金(万元),20000,96000,204970,154860,115100,139900,3100,5450,11197,24028, 
 取得投资收益所收到的现金(万元),703,1342,1371,1430,3214,2901,260,1247,42,377, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),376,892,447,550,641,497,-4,16,97,1081, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,3722,--,--,--,160,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),21079,98234,206787,160561,118956,143297,3356,6874,11336,25486, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),73002,50782,41524,36109,31594,28756,25880,31970,31260,13203, 
 投资所支付的现金(万元),10502,27760,263970,166632,125600,145900,1000,9570,8969,26666, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,517,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),4910,4297,800,164,3200,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),88414,83356,306294,202905,160394,174656,26880,41540,40229,39869, 
