 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),5281,8191,32341,38134,38927,52688,52686,51460,48436,37634,30967, 
 客户存款和同业存放款项净增加额(万元),0,0,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,0,0,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),0,0,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),0,0,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),0,0,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),0,0,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),0,0,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),0,0,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),0,0,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),0,0,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),0,29,187,619,1079,1247,1534,1716,1530,1324,981, 
 收到的其他与经营活动有关的现金(万元),237,542,477,452,414,682,1740,909,459,885,221, 
 经营活动现金流入小计(万元),5518,8762,33005,39205,40420,54617,55961,54086,50425,39843,32169, 
 购买商品、接受劳务支付的现金(万元),1750,159,19188,21197,33440,37923,41007,45239,36083,29567,29137, 
 客户贷款及垫款净增加额(万元),0,0,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),0,0,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),0,0,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),0,0,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),0,0,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),503,1212,3178,3915,4540,6055,5763,5317,4373,3904,2893, 
 支付的各项税费(万元),156,1137,1214,950,1025,1423,1561,1814,1570,642,747, 
 支付的其他与经营活动有关的现金(万元),1219,1559,4102,3078,2025,2029,5402,4372,4172,3217,2896, 
 经营活动现金流出小计(万元),3629,4068,27682,29141,41030,47431,53732,56742,46198,37330,35673, 
 经营活动产生的现金流量净额(万元),1889,4694,5323,10064,-610,7187,2228,-2656,4228,2513,-3504, 
 收回投资所收到的现金(万元),267535,599654,--,--,16800,4606,--,--,32,1000,--, 
 取得投资收益所收到的现金(万元),1239,576,--,--,66,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),501,9075,2074,96,1,4,17,16,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),0,0,1218,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),0,0,--,112,158,145,--,--,270,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),269274,609305,3293,207,17026,4755,17,16,302,1000,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),484,1385,3833,1200,4855,9756,14081,8250,1865,5796,1987, 
 投资所支付的现金(万元),275458,614604,--,250,29200,4600,--,--,--,1000,--, 
 质押贷款净增加额(万元),0,0,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),0,0,--,--,--,--,4501,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),73,0,--,0,429,29,145,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),276015,615990,3833,1450,34484,14384,18727,8250,1865,6796,1987, 
 投资活动产生的现金流量净额(万元),-6741,-6684,-540,-1243,-17458,-9629,-18710,-8235,-1563,-5796,-1987, 
 吸收投资收到的现金(万元),0,0,--,--,--,--,--,62408,--,2600,4000, 
 其中：子公司吸收少数股东投资收到的现金(万元),0,0,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),0,0,--,3000,8400,2500,4500,--,11400,8700,5880, 
 发行债券收到的现金(万元),0,0,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),0,0,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,3000,8400,2500,4500,62408,11400,11300,9880, 
 偿还债务支付的现金(万元),0,0,3000,4400,4000,7000,--,10050,8090,6840,3500, 
 分配股利、利润或偿付利息所支付的现金(万元),0,0,88,2886,1606,834,1380,333,2426,298,269, 
 其中：子公司支付给少数股东的股利、利润(万元),0,0,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),0,0,--,--,--,14,--,601,464,16,20, 
 筹资活动现金流出小计(万元),0,0,3088,7286,5606,7848,1380,10984,10980,7154,3789, 
 筹资活动产生的现金流量净额(万元),0,0,-3088,-4286,2794,-5348,3120,51424,420,4146,6091, 
 汇率变动对现金及现金等价物的影响(万元),1,-2,10,14,2,-11,-1,-4,--,--,--, 
 现金及现金等价物净增加额(万元),-4850,-1992,1705,4549,-15272,-7801,-13362,40530,3084,864,600, 
 加:期初现金及现金等价物余额(万元),13145,15137,13432,8883,24155,31956,45319,4788,1704,841,240, 
 期末现金及现金等价物余额(万元),8295,13145,15137,13432,8883,24155,31956,45319,4788,1704,841, 
 净利润(万元),692,-2141,1276,1819,1487,2447,4358,5237,5761,3904,2275, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),-227,1411,618,-48,110,17,57,38,20,-11,33, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),68,373,2121,2162,1896,1515,1106,819,751,481,328, 
 无形资产摊销(万元),138,175,289,247,262,229,113,72,51,28,36, 
 长期待摊费用摊销(万元),14,14,90,17,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
