 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),27205,11688,14327,13207,9772,7369, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),848,672,769,623,735,317, 
 收到的其他与经营活动有关的现金(万元),927,324,516,199,133,23, 
 经营活动现金流入小计(万元),28980,12683,15612,14029,10640,7710, 
 购买商品、接受劳务支付的现金(万元),22463,7980,7786,6122,3844,3851, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2595,1616,1500,1391,1097,847, 
 支付的各项税费(万元),2136,1438,1475,1736,1382,821, 
 支付的其他与经营活动有关的现金(万元),3015,1047,820,665,478,317, 
 经营活动现金流出小计(万元),30209,12080,11581,9914,6801,5835, 
 经营活动产生的现金流量净额(万元),-1229,603,4031,4115,3839,1875, 
 收回投资所收到的现金(万元),86415,31535,29170,11140,13390,3600, 
 取得投资收益所收到的现金(万元),1549,291,137,51,44,2, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,4,6, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,300,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),87964,32126,29307,11191,13438,3608, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3244,188,38,761,563,266, 
 投资所支付的现金(万元),72870,63680,29170,11140,13390,3600, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),5416,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),4415,18,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),85945,63887,29208,11901,13953,3866, 
 投资活动产生的现金流量净额(万元),2020,-31760,99,-710,-515,-257, 
 吸收投资收到的现金(万元),--,20701,--,3678,--,--, 
