 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),954947,683562,434594,352650,276192,228763,170562,143752, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2976,3056,3245,2410,1514,1820,1372,1462, 
 收到的其他与经营活动有关的现金(万元),168491,72969,19873,24520,7883,16265,22720,10752, 
 经营活动现金流入小计(万元),1126415,759586,457712,379581,285588,246848,194654,155966, 
 购买商品、接受劳务支付的现金(万元),894420,619713,389488,294098,215936,167715,130598,83293, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),56203,42196,34256,35156,25865,21885,18830,14240, 
 支付的各项税费(万元),23902,20604,17267,17156,11402,11079,7213,14585, 
 支付的其他与经营活动有关的现金(万元),88783,72879,40811,30185,29310,26937,26934,26045, 
 经营活动现金流出小计(万元),1063309,755393,481822,376594,282513,227616,183574,138164, 
 经营活动产生的现金流量净额(万元),63106,4194,-24111,2987,3075,19233,11080,17802, 
 收回投资所收到的现金(万元),--,100,4078,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1757,72,672,--,48,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),25,673,302,888,180,730,19,11, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),3309,--,815,15375,--,--,7228,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5090,845,5867,16263,228,730,7248,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),63355,59302,32233,22241,13595,26769,24363,20351, 
 投资所支付的现金(万元),118586,17873,28885,5537,8936,--,400,100, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,8497,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),12221,500,61494,109,352,263,475,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),194162,77675,122612,36384,22883,27032,25238,20451, 
 投资活动产生的现金流量净额(万元),-189072,-76830,-116744,-20121,-22655,-26302,-17990,-20440, 
 吸收投资收到的现金(万元),2353,5192,183201,3873,34850,32,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),2353,5192,4776,3873,--,32,--,--, 
 取得借款收到的现金(万元),329117,315735,157500,217770,80267,58500,57808,14400, 
 发行债券收到的现金(万元),111300,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),91593,35000,28320,19300,3000,4853,15497,11502, 
 筹资活动现金流入小计(万元),534363,355928,369021,240943,118117,63385,73305,25902, 
 偿还债务支付的现金(万元),333400,108700,179770,139267,95500,35957,34251,2400, 
 分配股利、利润或偿付利息所支付的现金(万元),20088,14869,9994,6390,4004,5151,2029,771, 
 其中：子公司支付给少数股东的股利、利润(万元),618,399,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),93433,57126,30676,12111,252,4975,19215,10430, 
