 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),138848,101629,70755,73038,72452,57326,43259,41601, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6335,3120,4165,3329,2106,1457,970,1835, 
 收到的其他与经营活动有关的现金(万元),1019,243,611,1109,377,264,2052,608, 
 经营活动现金流入小计(万元),146203,104993,75531,77476,74935,59047,46281,44045, 
 购买商品、接受劳务支付的现金(万元),89318,69036,50820,58991,46326,40139,31020,32847, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10429,8930,7752,7165,6471,5053,4275,3625, 
 支付的各项税费(万元),7203,3407,1438,4892,3058,2955,2376,723, 
 支付的其他与经营活动有关的现金(万元),23513,16305,7514,5171,5180,4928,3779,3794, 
 经营活动现金流出小计(万元),130463,97679,67523,76219,61034,53074,41451,40989, 
 经营活动产生的现金流量净额(万元),15740,7314,8008,1257,13901,5972,4831,3056, 
 收回投资所收到的现金(万元),157412,167501,72879,68645,49124,3092,785,2074, 
 取得投资收益所收到的现金(万元),905,860,134,226,138,17,10,80, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),67,12,23,24,34,33,3,49, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,0,1220,--,220,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),158384,168374,73036,70115,49295,3363,798,2204, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),32757,2983,2333,5602,5301,5237,2495,2085, 
 投资所支付的现金(万元),154962,170511,74369,68645,49124,3092,785,582, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,1000,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),187719,173494,76702,74247,55425,8329,3280,2667, 
 投资活动产生的现金流量净额(万元),-29335,-5120,-3666,-4132,-6130,-4966,-2481,-463, 
 吸收投资收到的现金(万元),--,30076,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2000,--,--,--,2982,--,3100,10699, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),49,100,258,1957,--,1865,--,954, 
 筹资活动现金流入小计(万元),2049,30176,258,1957,2982,1865,3100,11653, 
 偿还债务支付的现金(万元),--,--,--,1000,1982,--,6600,11978, 
 分配股利、利润或偿付利息所支付的现金(万元),1276,--,3000,2025,47,--,235,2363, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4968,1283,175,200,1397,35,768,20, 
 筹资活动现金流出小计(万元),6245,1283,3175,3225,3426,35,7603,14361, 
 筹资活动产生的现金流量净额(万元),-4195,28893,-2917,-1268,-444,1830,-4503,-2708, 
 汇率变动对现金及现金等价物的影响(万元),709,-980,-183,-178,-4,-8,4,-1, 
 现金及现金等价物净增加额(万元),-17081,30107,1242,-4321,7323,2828,-2149,-117, 
 加:期初现金及现金等价物余额(万元),41369,11262,10020,14341,7018,4190,6339,6456, 
