 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),588649,272917,273627,80977,17774,14464,16250,21130,18402,12373,8731, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),--,--,57,839,1082,1307,1617,1893,1419,1136,115, 
 收到的其他与经营活动有关的现金(万元),10128,9749,4762,2997,441,601,606,824,755,636,706, 
 经营活动现金流入小计(万元),598777,282666,278446,84813,19298,16372,18473,23847,20576,14145,9552, 
 购买商品、接受劳务支付的现金(万元),583814,255322,266169,76612,12079,12184,13258,18465,13924,9130,6382, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),10046,5944,4636,3454,3001,3228,3155,3116,2991,1981,1465, 
 支付的各项税费(万元),5864,3826,7113,1192,214,191,451,654,734,647,639, 
 支付的其他与经营活动有关的现金(万元),30485,11871,16674,5742,1412,2476,1916,1849,1716,1490,577, 
 经营活动现金流出小计(万元),630210,276963,294591,87000,16707,18079,18781,24085,19365,13248,9062, 
 经营活动产生的现金流量净额(万元),-31433,5704,-16145,-2187,2591,-1707,-307,-237,1211,897,490, 
 收回投资所收到的现金(万元),572,5811,3191,1089,--,--,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),171,2503,166,1162,208,--,--,--,0,0,387, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,--,--,413,26,--,39,--,6,0,2, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,9243,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),6097,--,--,--,--,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),6850,8314,12599,2664,234,0,39,0,6,0,389, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1827,38,350,204,438,1883,2330,1657,574,454,600, 
 投资所支付的现金(万元),--,--,10398,7360,3100,--,--,--,0,10,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,7018,9430,23590,--,--,--,--,0,21,0, 
 支付的其他与投资活动有关的现金(万元),--,50,1047,321,160,--,--,--,0,556,15, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),1827,7106,21225,31475,3698,1883,2330,1657,574,1041,615, 
 投资活动产生的现金流量净额(万元),5023,1208,-8625,-28811,-3464,-1883,-2291,-1657,-567,-1041,-226, 
 吸收投资收到的现金(万元),--,--,--,51164,--,--,--,17050,0,500,1010, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,0,0,10, 
 取得借款收到的现金(万元),27350,18382,16860,9658,7638,4912,3000,2000,1500,0,500, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),93940,--,34000,4700,--,--,--,--,0,0,0, 
 筹资活动现金流入小计(万元),121290,18382,50860,65523,7638,4912,3000,19050,1500,500,1510, 
 偿还债务支付的现金(万元),18084,19342,8868,6560,7640,5000,500,3000,0,500,500, 
 分配股利、利润或偿付利息所支付的现金(万元),4508,2748,1178,715,180,334,1581,56,41,0,23, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),65999,8112,32062,1857,--,--,--,557,0,0,0, 
 筹资活动现金流出小计(万元),88591,30202,42108,9132,7820,5334,2081,3613,41,500,523, 
 筹资活动产生的现金流量净额(万元),32699,-11820,8752,56391,-182,-422,919,15437,1459,0,987, 
 汇率变动对现金及现金等价物的影响(万元),22,-37,2,101,30,-92,2,-46,-44,-17,-3, 
 现金及现金等价物净增加额(万元),6311,-4946,-16017,25493,-1026,-4105,-1678,13497,2058,-161,1247, 
 加:期初现金及现金等价物余额(万元),15883,20829,36846,11353,12379,16484,18161,4665,2607,2767,1520, 
 期末现金及现金等价物余额(万元),22194,15883,20829,36846,11353,12379,16484,18161,4665,2607,2767, 
 净利润(万元),-124476,19307,18219,5534,410,-2994,376,2496,2446,1777,1248, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,0,0,0, 
 资产减值准备(万元),125381,7679,2111,1403,59,139,-14,51,146,67,62, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),181,252,274,1017,994,839,559,389,333,299,293, 
 无形资产摊销(万元),1474,1071,1059,101,57,53,43,38,22,25,17, 
 长期待摊费用摊销(万元),65,74,48,76,109,89,33,8,2,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-2,--,--,-44,-12,-3,-11,-0,2,-2,2, 
 固定资产报废损失(万元),18,1,--,--,--,--,--,--,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,0,-608,265, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,0,0,0, 
 财务费用(万元),4555,1059,651,542,180,184,81,108,41,0,24, 
 投资损失(万元),-510,-2491,-642,-3902,-208,--,--,--,0,556,-555, 
 递延所得税资产减少(万元),809,-1592,-252,-573,3,-20,1,-9,-19,97,-51, 
