 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),168020,142977,143817,133832,127387, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),229,156,214,263,578, 
 收到的其他与经营活动有关的现金(万元),4828,2554,6478,7948,5316, 
 经营活动现金流入小计(万元),173078,145687,150508,142043,133281, 
 购买商品、接受劳务支付的现金(万元),81936,78871,79351,81492,86572, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),14468,12183,11867,11246,9655, 
 支付的各项税费(万元),17164,13338,10498,7546,3946, 
 支付的其他与经营活动有关的现金(万元),24306,18366,23255,24728,21309, 
 经营活动现金流出小计(万元),137874,122757,124970,125011,121482, 
 经营活动产生的现金流量净额(万元),35204,22930,25537,17032,11799, 
 收回投资所收到的现金(万元),41257,--,100,118,--, 
 取得投资收益所收到的现金(万元),408,10,5,1,1, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,59,401,724,54, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,827,--, 
 收到的其他与投资活动有关的现金(万元),3484,1316,--,4228,1600, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),45155,1385,506,5897,1654, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),16795,1891,4548,722,2176, 
 投资所支付的现金(万元),77057,1607,--,100,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),15581,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),3484,--,1316,--,4228, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),112917,3497,5864,822,6404, 
 投资活动产生的现金流量净额(万元),-67762,-2113,-5358,5076,-4750, 
 吸收投资收到的现金(万元),68555,2300,35024,32376,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),39890,20700,23860,25380,10400, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4400,3486,5617,33491,12590, 
 筹资活动现金流入小计(万元),112844,26486,64500,91247,22990, 
 偿还债务支付的现金(万元),32188,25453,26687,14000,11638, 
 分配股利、利润或偿付利息所支付的现金(万元),2739,17209,17418,28383,10492, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),871,--,27672,49241,7466, 
 筹资活动现金流出小计(万元),35797,42662,71777,91624,29596, 
 筹资活动产生的现金流量净额(万元),77047,-16175,-7277,-377,-6606, 
 汇率变动对现金及现金等价物的影响(万元),2035,-901,-557,-560,-13, 
 现金及现金等价物净增加额(万元),46524,3742,12346,21171,430, 
 加:期初现金及现金等价物余额(万元),50596,46855,34509,13338,12908, 
 期末现金及现金等价物余额(万元),97120,50596,46855,34509,13338, 
 净利润(万元),41158,32265,27079,7333,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),-76,262,712,1254,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4242,3821,3715,3895,--, 
 无形资产摊销(万元),480,294,224,273,--, 
 长期待摊费用摊销(万元),140,3,--,232,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),29,5,-162,-121,--, 
 固定资产报废损失(万元),--,--,--,--,--, 
 公允价值变动损失(万元),64,--,--,-21,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),-794,2129,2013,1898,--, 
 投资损失(万元),-409,-10,-5,1077,--, 
 递延所得税资产减少(万元),-135,216,-101,197,--, 
 递延所得税负债增加(万元),1093,459,1562,-150,--, 
 存货的减少(万元),-2808,-3295,597,-952,--, 
 经营性应收项目的减少(万元),-10079,-20044,-10345,-1331,--, 
 经营性应付项目的增加(万元),1463,7224,-219,-8592,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),837,--,--,--,--, 
 经营活动产生现金流量净额(万元),35204,22930,25537,17032,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),97120,50596,46855,34509,13338, 
 现金的期初余额(万元),50596,46855,34509,13338,12908, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),46524,3742,12346,21171,430, 

