 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),142905,121977,123534,115848,116644,123698,115202,94165,73507,65060,61794,52689,38833,33760, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1049,--,--,--,--,--,--,--,--,13,--,0,59,138, 
 收到的其他与经营活动有关的现金(万元),2995,1934,2671,4488,6563,3030,2784,2283,915,1140,1780,692,180,98, 
 经营活动现金流入小计(万元),146949,123911,126205,120336,123208,126729,117986,96448,74422,66213,63574,53380,39072,33996, 
 购买商品、接受劳务支付的现金(万元),86082,74449,61084,61466,68821,69627,66757,57509,42620,35213,42466,35182,27845,21755, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),35491,29699,28674,30338,29360,29628,29251,22421,15271,12237,11700,7207,5661,4848, 
 支付的各项税费(万元),8157,7301,6948,6043,5502,7618,6186,5060,5083,4332,5078,3602,2084,2015, 
 支付的其他与经营活动有关的现金(万元),9476,6419,9570,8735,9296,7208,6274,5612,3401,3954,1748,1841,1334,943, 
 经营活动现金流出小计(万元),139207,117868,106276,106583,112979,114081,108468,90602,66375,55736,60992,47832,36925,29561, 
 经营活动产生的现金流量净额(万元),7742,6042,19929,13754,10229,12647,9517,5846,8047,10477,2583,5548,2147,4435, 
 收回投资所收到的现金(万元),--,--,--,--,--,200,--,--,--,--,--,0,115,0, 
 取得投资收益所收到的现金(万元),--,189,101,160,547,125,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),165,10,126,22,42,84,33,24,57,21,11,22,6,9, 
 处置子公司及其他营业单位收到的现金净额(万元),41,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),13000,26381,17892,18700,60700,11592,1412,2487,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),13206,26580,18119,18882,61289,12000,1445,2510,57,21,11,22,121,9, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),12759,9028,8646,11385,23577,32047,19746,22768,12966,8675,7756,9297,7126,2598, 
 投资所支付的现金(万元),--,--,--,--,--,--,61,400,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,247,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),7000,32000,15000,15000,51000,24700,--,--,453,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19759,41028,23646,26385,74577,56747,19807,23415,13419,8675,7756,9297,7126,2598, 
 投资活动产生的现金流量净额(万元),-6553,-14448,-5527,-7503,-13288,-44747,-18362,-20904,-13362,-8654,-7744,-9275,-7005,-2589, 
 吸收投资收到的现金(万元),--,--,--,20,75,69516,1470,--,--,--,30377,832,400,1690, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,20,75,490,1470,--,--,--,--,0,0,90, 
 取得借款收到的现金(万元),4800,3500,1900,11300,27133,30641,76900,21800,9000,3500,9480,15020,4500,800, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),234,--,124,428,825,366,--,842,67,1193,201,0,504,0, 
 筹资活动现金流入小计(万元),5034,3500,2024,11748,28033,100524,78370,22642,9067,4693,40058,15852,5404,2490, 
 偿还债务支付的现金(万元),5500,1900,460,27143,34676,46300,58383,10765,2500,9700,15000,5706,836,998, 
 分配股利、利润或偿付利息所支付的现金(万元),1972,2156,518,826,2606,2897,4789,1015,3354,4912,1678,5113,895,1058, 
 其中：子公司支付给少数股东的股利、利润(万元),--,27,160,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1005,414,82,43,--,401,78,66,464,498,627,518,0,0, 
 筹资活动现金流出小计(万元),8477,4471,1060,28011,37282,49598,63250,11846,6319,15109,17305,11336,1731,2057, 
 筹资活动产生的现金流量净额(万元),-3443,-971,964,-16263,-9249,50926,15120,10796,2749,-10416,22753,4516,3673,433, 
