 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),125478,89162,88178,82096,70789,72241,51486,48052, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,121,--,--,--,--,0,--, 
 收到的其他与经营活动有关的现金(万元),659,163,113,520,157,281,97,46, 
 经营活动现金流入小计(万元),126137,89446,88291,82617,70946,72522,51584,48098, 
 购买商品、接受劳务支付的现金(万元),113288,92263,76569,70029,59092,59693,40997,36175, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3974,3763,2888,2696,2685,2335,1933,1375, 
 支付的各项税费(万元),2868,2159,3388,3039,3625,3047,2620,1770, 
 支付的其他与经营活动有关的现金(万元),4219,3627,3354,2613,2865,2832,2354,2379, 
 经营活动现金流出小计(万元),124349,101811,86200,78376,68267,67907,47904,41700, 
 经营活动产生的现金流量净额(万元),1788,-12366,2091,4240,2679,4616,3680,6399, 
 收回投资所收到的现金(万元),42097,46802,2600,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),188,312,5,--,--,--,57,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,45,15,2,20,3,2,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),42285,47159,2619,2,20,3,59,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1058,676,502,476,437,230,330,40, 
 投资所支付的现金(万元),40403,43216,12600,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,177, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,18,81,157, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),41461,43892,13102,476,437,248,411,374, 
 投资活动产生的现金流量净额(万元),823,3267,-10483,-474,-416,-245,-352,-374, 
 吸收投资收到的现金(万元),943,1785,19495,--,--,--,31,1602, 
 其中：子公司吸收少数股东投资收到的现金(万元),943,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),2483,4536,1034,4856,14302,9882,7053,15597, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1310,2000,--,141,1969,5388,5084, 
 筹资活动现金流入小计(万元),3426,7630,22529,4856,14443,11851,12473,22283, 
 偿还债务支付的现金(万元),3500,2043,4579,6549,13276,11223,16149,16898, 
 分配股利、利润或偿付利息所支付的现金(万元),780,1262,1641,1652,2244,651,539,748, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1380,511,721,1168,1522,563,368,7771, 
 筹资活动现金流出小计(万元),5660,3817,6941,9369,17042,12437,17055,25416, 
 筹资活动产生的现金流量净额(万元),-2235,3814,15588,-4514,-2599,-585,-4583,-3133, 
