 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),824194,735261,761891,740199,784894,935357,1185878,1142324,845601,606973,512573,347861,235674,100743, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),1005,310,2208,75,2428,0,2762,2722,1586,0,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),10279,8349,6828,5639,16255,20814,25858,17521,6858,8761,2845,747,544,59, 
 经营活动现金流入小计(万元),835479,743920,770927,745914,803577,956171,1214498,1162566,854046,615734,515418,348607,236218,100803, 
 购买商品、接受劳务支付的现金(万元),442590,464534,437097,477284,412010,515009,559758,715299,680125,329024,305404,224184,171985,107648, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),114688,108622,108019,98581,89832,96322,104577,82951,63287,44050,30830,19714,11163,3804, 
 支付的各项税费(万元),39296,41918,36769,55125,56715,100890,106619,110630,75760,43103,59712,27413,8026,1206, 
 支付的其他与经营活动有关的现金(万元),176713,160783,156276,133424,112803,145530,157896,156020,140226,113925,72479,55499,29266,12876, 
 经营活动现金流出小计(万元),773287,775858,738161,764414,671360,857751,928850,1064900,959400,530103,468426,326811,220440,125534, 
 经营活动产生的现金流量净额(万元),62192,-31938,32766,-18500,132217,98420,285648,97666,-105354,85631,46992,21796,15778,-24731, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得投资收益所收到的现金(万元),0,18273,16945,--,--,--,--,--,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),329,80,306,292,3329,634,720,5334,138,226,306,105,8,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,63028,0,6600,--,--,446,0,0,0,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,0,18322,0,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),329,18353,80279,292,9929,634,720,5780,138,18549,306,105,8,1, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),28716,26381,27022,17477,14423,18185,36056,49617,81974,122412,71253,27197,19125,7776, 
 投资所支付的现金(万元),--,--,--,0,45000,0,3300,--,0,0,0,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,0,0,598,6745,7815,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,3300,0,0,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),28716,26381,27022,17477,59423,18185,39356,49617,85274,122412,71851,33942,26940,7776, 
 投资活动产生的现金流量净额(万元),-28388,-8028,53257,-17184,-49494,-17551,-38636,-43837,-85136,-103863,-71546,-33837,-26932,-7775, 
 吸收投资收到的现金(万元),--,--,--,0,6978,--,--,--,0,0,135249,0,14000,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,0,--,--,--,--,0,0,0,0,0,0, 
 取得借款收到的现金(万元),178200,197000,198500,140000,126308,156684,272260,447563,344638,177229,180046,83001,25800,14000, 
 发行债券收到的现金(万元),--,--,--,60000,70000,160000,80000,--,50000,50000,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),7784,16000,4547,1355,2666,4035,13188,21212,26698,25207,21300,3000,6306,28327, 
 筹资活动现金流入小计(万元),185984,213000,203047,201355,205951,320720,365447,468775,421336,252436,336596,86001,46106,42327, 
 偿还债务支付的现金(万元),213036,187800,246000,159502,210078,267334,539769,438270,172872,236415,119725,42065,19000,6000, 
 分配股利、利润或偿付利息所支付的现金(万元),8138,6388,12491,25275,42365,84662,105085,72159,51846,26134,5236,2175,973,560, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,0,0,--,--,--,--,0,0,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),0,7903,16000,4931,3594,4172,6506,10838,22248,30251,32373,27576,0,3500, 
 筹资活动现金流出小计(万元),221175,208371,329159,190405,256037,356167,651359,521267,246966,292799,157334,71816,19973,10060, 
 筹资活动产生的现金流量净额(万元),-35190,4629,-126112,10950,-50085,-35448,-285912,-52492,174370,-40363,179262,14185,26133,32266, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 现金及现金等价物净增加额(万元),-1386,-35337,-40089,-24735,32638,45422,-38900,1336,-16120,-58595,154709,2145,14979,-240, 
 加:期初现金及现金等价物余额(万元),39434,74771,114860,139595,106957,61535,100435,99098,115218,173813,19104,16960,1981,2221, 
 期末现金及现金等价物余额(万元),38048,39434,74771,114860,139595,106957,61535,100435,99098,115218,173813,19104,16960,1981, 
 净利润(万元),4036,-30480,3616,-43192,14564,40548,84958,120601,75785,60423,58740,36365,6776,734, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 资产减值准备(万元),-4512,19095,11309,23657,25621,8275,6400,3109,788,1352,418,273,6,0, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),7034,6950,8756,9305,9612,11093,11222,9388,8069,6031,3382,2484,2073,688, 
 无形资产摊销(万元),1714,1778,2064,1978,1860,1951,1918,1319,766,585,353,294,71,55, 
 长期待摊费用摊销(万元),18187,17053,12737,8656,12075,14926,24959,20668,28791,12457,5492,1594,855,202, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),65,460,775,536,1921,7461,1893,1964,186,52,78,3,-4,0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 财务费用(万元),8238,6432,11521,12848,14886,12717,18111,21856,9579,7748,5236,2175,973,560, 
 投资损失(万元),-4833,-3865,-57150,64,-2396,413,1093,839,0,0,0,0,0,0, 
 递延所得税资产减少(万元),486,-541,11253,28272,5612,-2794,-7207,-15022,0,-3216,-3390,-1869,-36,-1, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,-15039,0,0,0,0,0, 
 存货的减少(万元),34445,-83304,-2357,-63817,-7255,35182,49300,-4254,-165427,-25145,-24815,-9478,-11363,-7632, 
 经营性应收项目的减少(万元),-96835,-29824,-10413,-6675,39740,16153,91784,-59522,-108332,-28948,-18995,-25733,21902,-20572, 
 经营性应付项目的增加(万元),94168,64309,40654,9868,15977,-46543,1162,-8135,58738,54153,20324,15649,-5510,1235, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 其他(万元),--,--,--,--,--,-964,56,--,0,0,0,0,0,0, 
 经营活动产生现金流量净额(万元),62192,-31938,32766,-18500,132217,98420,285648,97666,-105354,85631,46992,21796,15778,-24731, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 现金的期末余额(万元),38048,39434,74771,114860,139595,106957,61535,100435,99098,115218,173813,19104,16960,1981, 
 现金的期初余额(万元),39434,74771,114860,139595,106957,61535,100435,99098,115218,173813,19104,16960,1981,2221, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 现金及现金等价物的净增加额(万元),-1386,-35337,-40089,-24735,32638,45422,-38900,1336,-16120,-58595,154709,2145,14979,-240, 

