 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),57548,13356,13283,12359,9875,11665,6460,9550, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),408,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2003,100,105,544,319,148,37,283, 
 经营活动现金流入小计(万元),59959,13456,13388,12903,10194,11813,6497,9833, 
 购买商品、接受劳务支付的现金(万元),51902,18680,14542,7681,7806,8191,6740,4519, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9006,6281,3803,2635,2510,2063,1419,745, 
 支付的各项税费(万元),7620,3911,2241,1735,1328,1756,1354,626, 
 支付的其他与经营活动有关的现金(万元),11531,8215,4460,2506,2679,2543,1819,1367, 
 经营活动现金流出小计(万元),80059,37086,25047,14557,14324,14553,11333,7257, 
 经营活动产生的现金流量净额(万元),-20100,-23630,-11659,-1654,-4130,-2740,-4836,2575, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,1,--, 
 取得投资收益所收到的现金(万元),25,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),52,0,2,--,--,--,6,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,390,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),78,0,2,0,0,0,397,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1042,3016,1242,294,165,742,993,176, 
 投资所支付的现金(万元),5210,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),24848,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),31100,3016,1242,294,165,742,993,176, 
 投资活动产生的现金流量净额(万元),-31022,-3016,-1240,-294,-165,-742,-596,-176, 
 吸收投资收到的现金(万元),86444,147,24080,--,--,--,3753,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),96,147,--,--,--,--,--,--, 
 取得借款收到的现金(万元),82223,41360,8200,17165,13786,9841,2935,1200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),7193,1164,--,--,--,--,--,200, 
 筹资活动现金流入小计(万元),175860,42671,32280,17165,13786,9841,6688,1400, 
 偿还债务支付的现金(万元),66673,8230,14000,13551,9241,5886,2159,1000, 
 分配股利、利润或偿付利息所支付的现金(万元),6890,4123,1697,757,597,224,84,70, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),13390,1058,1373,--,--,--,274,210, 
 筹资活动现金流出小计(万元),86953,13412,17070,14308,9838,6110,2517,1280, 
 筹资活动产生的现金流量净额(万元),88906,29259,15210,2857,3948,3732,4171,120, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),37784,2613,2311,908,-348,250,-1261,2520, 
 加:期初现金及现金等价物余额(万元),7131,4518,2207,1299,1647,1397,2658,138, 
 期末现金及现金等价物余额(万元),44916,7131,4518,2207,1299,1647,1397,2658, 
 净利润(万元),34401,17276,10054,4971,4766,4600,4240,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),6135,2838,1973,964,619,445,135,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),752,410,222,190,193,171,128,--, 
 无形资产摊销(万元),55,12,12,12,12,12,4,--, 
 长期待摊费用摊销(万元),366,82,25,3,12,36,8,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-18,2,9,2,1,6,-3,--, 
 固定资产报废损失(万元),3,--,--,--,--,--,0,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),3768,1229,486,756,621,224,84,--, 
 投资损失(万元),-214,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-892,-399,-339,-162,-13,-174,-96,--, 
 递延所得税负债增加(万元),10,--,--,--,--,--,--,--, 
 存货的减少(万元),-1128,-9249,-15369,-3433,-9831,-3130,-1159,--, 
 经营性应收项目的减少(万元),-87061,-56090,-16491,-9994,-4699,-6961,-10187,--, 
 经营性应付项目的增加(万元),23722,20259,7759,5038,4189,2034,2009,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-20100,-23630,-11659,-1654,-4130,-2740,-4836,--, 
