 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31, 
 销售商品、提供劳务收到的现金(万元),145,1259,2368,250,--,--,--,--,0, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,0, 
 收到的其他与经营活动有关的现金(万元),20,54,287,20,220,144,101,52,103, 
 经营活动现金流入小计(万元),165,1314,2655,270,220,144,101,52,103, 
 购买商品、接受劳务支付的现金(万元),63,177,689,89,4,--,--,--,0, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0, 
 支付给职工以及为职工支付的现金(万元),140,303,172,456,9,30,26,17,25, 
 支付的各项税费(万元),20,370,143,35,1756,--,--,--,0, 
 支付的其他与经营活动有关的现金(万元),62,1551,41,4244,15,110,72,37,74, 
 经营活动现金流出小计(万元),285,2400,1046,4823,1784,141,98,54,100, 
 经营活动产生的现金流量净额(万元),-120,-1086,1609,-4554,-1564,3,3,-2,4, 
 收回投资所收到的现金(万元),200,--,--,--,--,--,--,--,0, 
 取得投资收益所收到的现金(万元),16,--,--,--,--,--,--,--,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,296,--,--,327,--,--,--,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0, 
 投资活动现金流入小计(万元),216,296,0,0,327,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),--,60,286,1,3,1,0,--,2, 
 投资所支付的现金(万元),--,100,256,100,--,--,--,--,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,0, 
 取得子公司及其他营业单位支付的现金净额(万元),200,--,--,--,--,--,--,--,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,0, 
 投资活动现金流出小计(万元),200,160,542,101,3,1,0,0,2, 
 投资活动产生的现金流量净额(万元),16,136,-542,-101,323,-1,-0,0,-2, 
 吸收投资收到的现金(万元),--,--,--,4376,1753,--,--,--,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,0, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,0, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,0, 
 筹资活动现金流入小计(万元),0,0,0,4376,1753,0,0,0,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,0, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--,--,--,--,0, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,0, 
 筹资活动现金流出小计(万元),0,0,0,0,0,0,0,0,0, 
 筹资活动产生的现金流量净额(万元),0,0,0,4376,1753,0,0,0,0, 
 汇率变动对现金及现金等价物的影响(万元),2,-1,--,--,--,--,--,--,0, 
 现金及现金等价物净增加额(万元),-103,-951,1067,-279,512,2,2,-2,2, 
 加:期初现金及现金等价物余额(万元),364,1315,248,527,15,12,10,12,1610, 
 期末现金及现金等价物余额(万元),262,364,1315,248,527,15,12,10,1612, 
 净利润(万元),39,207,893,79439,146,-1694,-1774,-8409,-1711, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,0, 
 资产减值准备(万元),0,0,0,-15,-24,-82,1,6756,-88, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),7,6,2,2,1,1,24,6,66, 
 无形资产摊销(万元),0,0,0,--,0,0,0,--,0, 
 长期待摊费用摊销(万元),0,0,0,--,--,--,--,--,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),0,0,0,--,0,0,0,--,0, 
 固定资产报废损失(万元),0,0,0,--,0,0,0,--,0, 
 公允价值变动损失(万元),0,0,0,--,0,0,0,--,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,0, 
 预计负债(万元),--,--,--,--,--,--,--,1302,1319, 
 财务费用(万元),0,0,0,--,16,324,324,324,324, 
 投资损失(万元),-11,-50,0,--,0,0,0,--,0, 
 递延所得税资产减少(万元),0,0,0,--,0,0,0,--,0, 
 递延所得税负债增加(万元),0,0,0,--,0,0,0,--,0, 
 存货的减少(万元),-19,-140,-44,-6,-28,0,0,--,0, 
 经营性应收项目的减少(万元),-150,-1414,157,-270,8,-1,13,17,-1, 
 经营性应付项目的增加(万元),13,305,602,-34133,-1770,164,112,2,94, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,0, 
 其他(万元),0,0,0,-49571,87,1292,1302,--,0, 
 经营活动产生现金流量净额(万元),-120,-1086,1609,-4554,-1564,3,3,-2,4, 
 债务转为资本(万元),0,0,0,--,--,0,0,--,0, 
 一年内到期的可转换公司债券(万元),0,0,0,--,--,0,--,--,0, 
 融资租入固定资产(万元),0,0,0,--,--,0,0,--,0, 
 现金的期末余额(万元),262,364,1315,248,527,15,12,10,1612, 
 现金的期初余额(万元),364,1315,248,527,15,12,10,12,1610, 
 现金等价物的期末余额(万元),0,0,0,--,0,0,0,--,0, 
 现金等价物的期初余额(万元),0,0,0,--,0,0,0,--,0, 
 现金及现金等价物的净增加额(万元),-103,-951,1067,-279,512,2,2,-2,2, 

