 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),43352,31446,21112,48281,50316,31151,20107,16656,17316,13733,12962,711, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与经营活动有关的现金(万元),7731,6457,2131,1995,3071,1646,2999,1353,850,718,3491,3628, 
 经营活动现金流入小计(万元),51083,37903,23243,50276,53388,32797,23106,18008,18166,14451,16453,4340, 
 购买商品、接受劳务支付的现金(万元),20952,21092,18231,27841,19145,17514,11735,10067,5711,3770,7253,1791, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),10840,9766,10512,9146,8101,7104,4381,3559,3110,2456,2129,414, 
 支付的各项税费(万元),2876,2143,3874,3202,2393,1139,1527,1569,1195,1079,820,49, 
 支付的其他与经营活动有关的现金(万元),7720,5262,6361,5229,4765,5076,3485,2736,3225,3566,3447,39, 
 经营活动现金流出小计(万元),42388,38263,38978,45418,34405,30833,21129,17930,13240,10871,13649,2293, 
 经营活动产生的现金流量净额(万元),8696,-360,-15736,4858,18983,1964,1977,78,4926,3580,2804,2047, 
 收回投资所收到的现金(万元),43000,11500,63000,64700,--,--,--,--,--,0,125,0, 
 取得投资收益所收到的现金(万元),314,96,256,494,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,1,51,1,8664,1,0,0,0,1,2,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,0,0,3242, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),43320,11597,63307,65195,8664,1,0,0,0,1,127,3242, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6845,3168,10878,2677,4605,3690,14881,5561,2448,669,8784,136, 
 投资所支付的现金(万元),43000,10577,64000,70400,1774,1159,--,--,--,509,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),49845,13745,74878,73077,6379,4849,14881,5561,2448,1177,8784,136, 
