 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),64622,66510,71424,85955,93131,88866,75619,95454,103748,127621,117957,122016,116834, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 收到的税费返还(万元),--,--,--,0,822,--,--,10,102,36,--,206,--, 
 收到的其他与经营活动有关的现金(万元),581,787,686,374,681,1525,911,1889,739,1067,1894,1829,1228, 
 经营活动现金流入小计(万元),65203,67297,72110,86330,94635,90391,76530,97353,104589,128724,119851,124052,118062, 
 购买商品、接受劳务支付的现金(万元),40027,39152,36236,44417,48275,45386,42382,53225,51126,62361,71031,73475,65601, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 支付给职工以及为职工支付的现金(万元),10163,12293,14708,16864,16185,13612,12673,12685,10999,9376,8110,7493,7103, 
 支付的各项税费(万元),11183,12225,12624,14415,14954,15992,14357,19034,21553,25214,23393,24547,22974, 
 支付的其他与经营活动有关的现金(万元),1986,3229,5070,5815,6894,7523,7949,10380,8268,9947,8407,6920,7615, 
 经营活动现金流出小计(万元),63359,66899,68637,81511,86307,82513,77362,95325,91947,106897,110941,112436,103293, 
 经营活动产生的现金流量净额(万元),1845,398,3473,4818,8327,7879,-832,2028,12643,21827,8910,11616,14769, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,400,--,0,--, 
 取得投资收益所收到的现金(万元),2274,1530,1151,1085,631,483,413,675,57,65,73,40,38, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),-3,14787,1,72,15,1,1,82,--,12,2,109,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,1987,--, 
 收到的其他与投资活动有关的现金(万元),132000,112300,114724,208139,102600,84658,54000,71500,--,0,--,103,80, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,--, 
 投资活动现金流入小计(万元),134271,128618,115876,209296,103246,85142,54414,72257,57,478,75,2239,118, 
