 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),765822,553854,530657,449753,397886,317695,597259,731695,594663,375276,464711, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),318,315,502,1492,2561,1400,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),31945,34242,18524,21939,19855,12727,13299,26218,8804,2474,6855, 
 收到的其他与经营活动有关的现金(万元),13786,6397,2679,4190,1380,2619,8329,23620,10467,15814,1716, 
 经营活动现金流入小计(万元),811871,594808,552361,477375,421682,334441,618887,781534,613935,393563,473283, 
 购买商品、接受劳务支付的现金(万元),716402,555320,488989,442272,298799,302090,579175,717106,573414,371752,402488, 
 客户贷款及垫款净增加额(万元),618,116,2445,-1483,1419,16056,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),33975,28378,24532,20759,18506,15460,14973,13981,10042,6464,5601, 
 支付的各项税费(万元),16994,12670,8673,11248,5329,4302,9243,12090,12315,5796,6312, 
 支付的其他与经营活动有关的现金(万元),40852,26392,20753,15488,16345,10902,12287,13389,12897,6535,26568, 
 经营活动现金流出小计(万元),808842,622876,545392,488284,340400,348810,615677,756567,608668,390548,440969, 
 经营活动产生的现金流量净额(万元),3029,-28069,6970,-10909,81282,-14369,3210,24967,5267,3015,32314, 
 收回投资所收到的现金(万元),533384,394769,497546,362215,353468,83422,--,--,664,1557,1612, 
