 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),39099,23612,15168,26448,25949, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),2126,1044,1969,771,98, 
 收到的其他与经营活动有关的现金(万元),413,933,239,142,130, 
 经营活动现金流入小计(万元),41638,25589,17376,27362,26177, 
 购买商品、接受劳务支付的现金(万元),27279,20902,8767,27462,16802, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4315,3434,2433,2048,1816, 
 支付的各项税费(万元),2718,2564,1368,1775,890, 
 支付的其他与经营活动有关的现金(万元),1652,1971,1721,1061,1296, 
 经营活动现金流出小计(万元),35964,28872,14290,32346,20804, 
 经营活动产生的现金流量净额(万元),5674,-3283,3086,-4984,5373, 
 收回投资所收到的现金(万元),--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,-20,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,--,--,4,80, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),89,133,30,14,39, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),89,113,30,18,119, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5221,1469,2720,5796,5954, 
 投资所支付的现金(万元),--,--,--,--,50, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,23,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),5221,1469,2743,5796,6004, 
 投资活动产生的现金流量净额(万元),-5132,-1355,-2713,-5778,-5885, 
 吸收投资收到的现金(万元),--,21645,4611,7600,1242, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,7000,--, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,1550,--, 
 筹资活动现金流入小计(万元),0,21645,4611,16150,1242, 
 偿还债务支付的现金(万元),--,7000,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),215,7317,720,1590,131, 
 其中：子公司支付给少数股东的股利、利润(万元),215,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),189,--,--,3908,781, 
 筹资活动现金流出小计(万元),404,14317,720,5498,913, 
 筹资活动产生的现金流量净额(万元),-404,7328,3892,10652,330, 
 汇率变动对现金及现金等价物的影响(万元),46,-80,23,64,1, 
 现金及现金等价物净增加额(万元),183,2609,4287,-45,-181, 
 加:期初现金及现金等价物余额(万元),7007,4398,110,156,337, 
 期末现金及现金等价物余额(万元),7190,7007,4398,110,156, 
 净利润(万元),8138,7698,4487,2833,324, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),87,160,-10,232,649, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2144,2008,1518,1098,617, 
 无形资产摊销(万元),88,37,30,27,22, 
 长期待摊费用摊销(万元),--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,-1,-24, 
 固定资产报废损失(万元),8,76,--,--,--, 
 公允价值变动损失(万元),--,5,-5,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),-350,270,570,202,409, 
 投资损失(万元),--,20,--,--,--, 
 递延所得税资产减少(万元),-27,18,110,-87,-8, 
 递延所得税负债增加(万元),--,-1,1,--,--, 
 存货的减少(万元),-1329,-2318,2462,-478,-240, 
 经营性应收项目的减少(万元),2144,-16501,-4739,-4957,674, 
 经营性应付项目的增加(万元),-4149,4911,-660,-3390,2055, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),-1081,336,-679,-464,896, 
 经营活动产生现金流量净额(万元),5674,-3283,3086,-4984,5373, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),7190,7007,4398,110,156, 
 现金的期初余额(万元),7007,4398,110,156,337, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),183,2609,4287,-45,-181, 

