 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),294426,282843,257353,184543,169182,57821,52063,45186,47731,45405,91631,100191,75449,47049, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 收到的税费返还(万元),7534,10661,8368,2115,1149,1865,1297,921,447,434,1091,1073,799,414, 
 收到的其他与经营活动有关的现金(万元),13780,3978,8954,3976,6931,2240,2549,3349,14853,3422,178254,121437,491014,358760, 
 经营活动现金流入小计(万元),315740,297483,274675,190633,177262,61926,55909,49456,63032,49261,270976,222700,567263,406223, 
 购买商品、接受劳务支付的现金(万元),139295,128899,103608,64368,50637,15412,12850,14573,16178,12891,64974,64844,65377,160320, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),37853,35931,30180,22213,18166,9434,7223,7102,7758,6210,5103,3874,3058,1873, 
 支付的各项税费(万元),26889,31297,24860,17954,4499,3732,3577,5581,4490,2880,4034,4790,2898,2185, 
 支付的其他与经营活动有关的现金(万元),11675,14406,14488,9665,6454,4217,4870,3739,3504,6343,9851,107588,360801,463915, 
 经营活动现金流出小计(万元),215712,210533,173136,114200,79757,32795,28520,30995,31929,28323,83961,181095,432134,628293, 
 经营活动产生的现金流量净额(万元),100028,86950,101539,76434,97505,29131,27390,18461,31102,20938,187015,41605,135128,-222070, 
 收回投资所收到的现金(万元),3200,7161,3561,72900,21200,24567,18104,--,15470,79925,3518,22565,25154,25498, 
 取得投资收益所收到的现金(万元),878,136,1310,2249,5638,4835,3970,1481,2265,3394,4678,4870,4876,1929, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),447,17359,89,14,33,9,36,4,27,4,114,0,20,36048, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,4945,8604,4790,0,130535,41792,-2551,0,0, 
 收到的其他与投资活动有关的现金(万元),3246,49795,3043,1977,930,4440,3811,--,1400,4651,0,235,0,3756, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流入小计(万元),7772,74450,8002,77140,27801,38796,34525,6275,19162,218509,50101,25120,30049,67232, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),290340,87939,112759,176121,145346,45569,44847,48261,46220,28809,25713,28401,35652,28742, 
 投资所支付的现金(万元),4400,4400,2800,1200,22400,15400,62000,13700,0,19385,56131,17128,49179,27105, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),2984,--,--,--,--,--,--,--,3454,0,0,-30075,0,0, 
 支付的其他与投资活动有关的现金(万元),317,1542,--,--,--,500,--,--,0,0,0,329,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 投资活动现金流出小计(万元),298042,93882,115559,177321,167746,61469,106847,61961,49674,48194,81844,15783,84831,55847, 
 投资活动产生的现金流量净额(万元),-290270,-19431,-107557,-100181,-139945,-22673,-72322,-55686,-30512,170315,-31742,9337,-54782,11385, 
 吸收投资收到的现金(万元),47358,--,2275,2190,3500,--,1855,1414,0,0,1466,925,0,2199, 
 其中：子公司吸收少数股东投资收到的现金(万元),47358,--,2275,2190,3500,--,--,--,0,0,0,925,0,2199, 
 取得借款收到的现金(万元),246672,89001,71759,65613,83604,14434,109007,77610,43097,0,193300,154450,199561,388350, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,0,63500,0,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,1943,766,0,353,0,0,0, 
 筹资活动现金流入小计(万元),294029,89001,74034,67803,87104,14434,110862,80967,43863,63500,195119,155375,199561,390549, 
 偿还债务支付的现金(万元),55122,139956,78910,21197,42884,10824,52992,33974,40909,270703,357300,185055,265480,141328, 
 分配股利、利润或偿付利息所支付的现金(万元),36710,14381,18427,13330,12130,9757,10046,5144,5699,8199,16003,24103,24917,9307, 
 其中：子公司支付给少数股东的股利、利润(万元),16961,1639,2492,526,899,1043,2054,150,1831,0,0,0,0,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,600,--,--,0,0,500,321,0,0, 
 筹资活动现金流出小计(万元),91832,154337,97337,34527,55015,21181,63038,39118,46608,278903,373803,209480,290397,150635, 
 筹资活动产生的现金流量净额(万元),202197,-65336,-23303,33277,32090,-6747,47825,41849,-2745,-215403,-178684,-54105,-90837,239914, 
 汇率变动对现金及现金等价物的影响(万元),5,4,--,--,--,--,-2,-105,-44,-1,-0,-0,-19,-4, 
 现金及现金等价物净增加额(万元),11961,2187,-29321,9530,-10350,-289,2890,4519,-2199,-24152,-23412,-3164,-10510,29226, 
 加:期初现金及现金等价物余额(万元),65004,62818,92139,51760,62110,28340,25450,20932,23130,47282,70693,70721,81231,52006, 
 期末现金及现金等价物余额(万元),76965,65004,62818,61290,51760,28051,28340,25450,20932,23130,47282,67558,70721,81231, 
 净利润(万元),67403,60609,54972,31506,25350,9517,7616,8057,4326,6309,25913,8567,6616,5380, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 资产减值准备(万元),28,31,-64,-706,504,--,--,885,3,-89,-227,414,19,6, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3655,3779,4053,2553,2549,584,669,1380,1680,1700,2431,10289,9344,6249, 
 无形资产摊销(万元),19075,19618,25373,14417,12692,9680,8625,9709,9501,12059,9979,1217,823,823, 
 长期待摊费用摊销(万元),505,152,144,52,33,22,29,40,32,12,22,0,288,222, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-15840,-6408,107,0,18,-10,2,1,-10,-2,-13,5,-15,-0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,0,0,2,0,0,10, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,0,0,156,-156,-132,2, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,0,0,0,0,0,0, 
