 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),148355,115725,93463,74698,75172,63774,47202, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),0,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),4749,3657,3032,641,2312,264,338, 
 经营活动现金流入小计(万元),153104,119382,96495,75339,77484,64038,47539, 
 购买商品、接受劳务支付的现金(万元),93798,78692,56590,48451,51522,47177,37558, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12042,10707,8714,7243,5447,3482,2129, 
 支付的各项税费(万元),11492,8050,9293,7004,6851,4842,2689, 
 支付的其他与经营活动有关的现金(万元),18749,17665,13951,12995,8449,7055,3471, 
 经营活动现金流出小计(万元),136081,115114,88547,75694,72268,62555,45847, 
 经营活动产生的现金流量净额(万元),17022,4268,7948,-354,5216,1482,1693, 
 收回投资所收到的现金(万元),1776,--,--,--,6515,--,--, 
 取得投资收益所收到的现金(万元),1196,701,--,--,34,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),143,0,21,23,0,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),8500,800,188,2112,86,84,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),11615,1501,209,2135,6635,84,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5256,9037,7133,12646,8843,1773,738, 
 投资所支付的现金(万元),2000,--,--,--,6515,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),12028,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,30015,64,346,2133,354,4, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),19283,39052,7197,12992,17491,2127,742, 
 投资活动产生的现金流量净额(万元),-7669,-37551,-6988,-10857,-10856,-2043,-741, 
 吸收投资收到的现金(万元),2939,44777,--,--,--,21094,3000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),40810,17000,12200,27350,24800,20600,23391, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
