 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),119902,108792,108743,105377,73487,73650, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2355,1755,1180,542,262,139, 
 经营活动现金流入小计(万元),122258,110547,109924,105918,73749,73789, 
 购买商品、接受劳务支付的现金(万元),100076,78767,72187,74066,50237,52697, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12651,10670,10290,9450,7784,7072, 
 支付的各项税费(万元),3843,4107,4053,3368,3312,8069, 
 支付的其他与经营活动有关的现金(万元),4285,4948,4628,3725,2601,2780, 
 经营活动现金流出小计(万元),120856,98492,91158,90609,63935,70619, 
 经营活动产生的现金流量净额(万元),1402,12055,18766,15309,9815,3170, 
 收回投资所收到的现金(万元),100088,20000,--,494,--,--, 
 取得投资收益所收到的现金(万元),623,605,183,323,237,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,87,1607,4,46,13, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,3335,--, 
 收到的其他与投资活动有关的现金(万元),--,108,563,477,4023,6711, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),100714,20800,2353,1298,7641,6724, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14411,8574,2799,1689,3870,2673, 
 投资所支付的现金(万元),100112,40000,3600,2543,--,2445, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,3818,--,--, 
 支付的其他与投资活动有关的现金(万元),691,--,1234,--,2600,2705, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),115215,48574,7634,8050,6470,7822, 
 投资活动产生的现金流量净额(万元),-14501,-27773,-5281,-6752,1171,-1098, 
 吸收投资收到的现金(万元),9499,23999,--,--,17800,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),42900,24100,28000,18400,32200,22000, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1300,--,--,57653,34431, 
 筹资活动现金流入小计(万元),52399,49399,28000,18400,107653,56431, 
 偿还债务支付的现金(万元),35000,30000,18400,22000,25700,17500, 
 分配股利、利润或偿付利息所支付的现金(万元),7263,8377,10128,6188,25226,611, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),590,--,88,1822,75491,20407, 
 筹资活动现金流出小计(万元),42853,38377,28616,30010,126417,38518, 
 筹资活动产生的现金流量净额(万元),9546,11022,-616,-11610,-18763,17913, 
 汇率变动对现金及现金等价物的影响(万元),144,-406,393,476,33,39, 
 现金及现金等价物净增加额(万元),-3409,-5103,13261,-2577,-7745,20024, 
 加:期初现金及现金等价物余额(万元),21752,26855,13593,16170,23915,3891, 
 期末现金及现金等价物余额(万元),18343,21752,26855,13593,16170,23915, 
 净利润(万元),7665,13341,12233,11734,5185,107557, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),91,-54,-99,61,209,-117, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),5446,5136,5111,5176,5041,4880, 
 无形资产摊销(万元),430,275,253,232,156,166, 
 长期待摊费用摊销(万元),23,6,42,10,11,8, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),0,144,113,139,249,-8, 
 固定资产报废损失(万元),282,22,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),588,1583,712,520,1045,650, 
 投资损失(万元),-332,-1040,-343,71,-114,-125571, 
 递延所得税资产减少(万元),-88,107,48,248,-124,62, 
 递延所得税负债增加(万元),--,--,--,--,--,10910, 
 存货的减少(万元),1334,-4038,-3275,-5746,-4651,4363, 
 经营性应收项目的减少(万元),-11184,-1373,-1274,1622,-2565,-3193, 
 经营性应付项目的增加(万元),-2855,-2054,4011,1242,5374,3464, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,1234,--,--,--, 
 经营活动产生现金流量净额(万元),1402,12055,18766,15309,9815,3170, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),18343,21752,26855,13593,16170,23915, 
 现金的期初余额(万元),21752,26855,13593,16170,23915,3891, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-3409,-5103,13261,-2577,-7745,20024, 

