 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),19845,14974,26255,27149,26450,23432, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),185,243,187,139,227,286, 
 收到的其他与经营活动有关的现金(万元),1843,1225,699,1780,1037,1088, 
 经营活动现金流入小计(万元),21873,16443,27141,29068,27714,24807, 
 购买商品、接受劳务支付的现金(万元),9921,9560,10131,13420,10025,11448, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6841,6355,6416,5834,5286,4646, 
 支付的各项税费(万元),1269,1725,1948,1444,2131,1645, 
 支付的其他与经营活动有关的现金(万元),3234,3282,3960,4973,4968,5016, 
 经营活动现金流出小计(万元),21264,20922,22454,25670,22409,22755, 
 经营活动产生的现金流量净额(万元),609,-4479,4687,3397,5305,2052, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,748,1,1,1,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1,748,1,1,1,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5179,334,175,499,262,1126, 
 投资所支付的现金(万元),--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5179,334,175,499,262,1126, 
 投资活动产生的现金流量净额(万元),-5178,414,-175,-498,-261,-1123, 
 吸收投资收到的现金(万元),--,27841,--,3437,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,27841,0,3437,0,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1154,2702,4024,--,5048,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),0,1007,290,--,--,--, 
 筹资活动现金流出小计(万元),1154,3709,4314,0,5048,0, 
 筹资活动产生的现金流量净额(万元),-1154,24132,-4314,3437,-5048,0, 
 汇率变动对现金及现金等价物的影响(万元),42,-44,30,18,-2,-14, 
 现金及现金等价物净增加额(万元),-5681,20023,228,6355,-6,915, 
 加:期初现金及现金等价物余额(万元),32586,12562,12334,5979,5985,5071, 
 期末现金及现金等价物余额(万元),26904,32586,12562,12334,5979,5985, 
 净利润(万元),1562,5529,5369,4669,4670,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),763,159,85,362,-61,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),428,424,484,458,442,--, 
 无形资产摊销(万元),113,154,133,117,109,--, 
 长期待摊费用摊销(万元),36,32,99,225,237,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-3,-829,-4,4,1,--, 
 固定资产报废损失(万元),11,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),-42,-44,30,18,-2,--, 
 投资损失(万元),--,--,--,--,--,--, 
 递延所得税资产减少(万元),-50,101,-123,19,-47,--, 
 递延所得税负债增加(万元),-1,-0,-0,2,-0,--, 
 存货的减少(万元),333,1770,1114,-2549,-1971,--, 
 经营性应收项目的减少(万元),-2992,-10428,-197,-447,545,--, 
 经营性应付项目的增加(万元),452,-1347,-2303,519,1382,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),609,-4479,4687,3397,5305,--, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),26904,32586,12562,12334,5979,5985, 
 现金的期初余额(万元),32586,12562,12334,5979,5985,5071, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-5681,20023,228,6355,-6,915, 

