 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),234196,163274,119280,96974,50061,31628,19653,18273,11282,6453, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),321,--,2,--,--,--,10,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5897,9548,4823,4557,3547,2721,723,287,397,2564, 
 经营活动现金流入小计(万元),240414,172822,124105,101532,53608,34349,20386,18560,11678,9018, 
 购买商品、接受劳务支付的现金(万元),75788,51922,37668,26179,17710,10855,7102,5919,3997,3170, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),80160,61007,49033,35567,21483,10332,7422,5300,3132,1071, 
 支付的各项税费(万元),14356,12709,7178,5928,4112,2640,1751,1533,463,343, 
 支付的其他与经营活动有关的现金(万元),17886,15688,11035,15284,5936,2812,2613,1938,1427,2238, 
 经营活动现金流出小计(万元),188190,141325,104914,82958,49242,26639,18888,14691,9020,6823, 
 经营活动产生的现金流量净额(万元),52224,31497,19191,18573,4366,7710,1498,3869,2659,2195, 
 收回投资所收到的现金(万元),58581,66122,56350,35704,52199,--,--,12786,--,500, 
 取得投资收益所收到的现金(万元),1631,5597,2217,99,506,45,--,71,3,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),49,785,1302,273,1,1,0,7,150,--, 
 处置子公司及其他营业单位收到的现金净额(万元),-1744,1820,--,523,21,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1097,--,--,--,--,--,--,324,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),59614,74325,59870,36598,52726,46,0,13189,153,500, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),9172,4596,6166,8708,3810,3745,2169,1624,829,1388, 
 投资所支付的现金(万元),84292,100772,97917,52832,50975,1893,100,11100,1400,250, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),2804,53597,8770,16377,19886,583,--,--,--,2279, 
 支付的其他与投资活动有关的现金(万元),--,--,18,--,--,7800,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),96268,158965,112870,77917,74672,14021,2269,12724,2229,3917, 
 投资活动产生的现金流量净额(万元),-36653,-84640,-53000,-41319,-21946,-13975,-2269,464,-2076,-3417, 
 吸收投资收到的现金(万元),5930,71456,59678,4513,4541,224,48348,25,1929,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,10,--,--,--,--,--,--, 
 取得借款收到的现金(万元),60283,36297,33266,28191,26924,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,2426,2635,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),66213,107752,95371,35339,31464,224,48348,25,1929,0, 
 偿还债务支付的现金(万元),26308,28756,37876,29145,4378,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),12665,6235,5912,4784,4604,4312,68,30,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,177,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),26239,2527,3011,--,10187,--,--,--,--,--, 
 筹资活动现金流出小计(万元),65212,37518,46800,33929,19168,4312,68,30,0,0, 
 筹资活动产生的现金流量净额(万元),1001,70234,48571,1410,12296,-4088,48280,-6,1929,0, 
 汇率变动对现金及现金等价物的影响(万元),724,-933,1456,1170,77,-210,-0,-1,-9,-5, 
 现金及现金等价物净增加额(万元),17296,16158,16218,-20165,-5207,-10563,47509,4328,2503,-1227, 
 加:期初现金及现金等价物余额(万元),52523,36365,20147,40312,45519,56081,8573,4245,1742,2969, 
 期末现金及现金等价物余额(万元),69819,52523,36365,20147,40312,45519,56081,8573,4245,1742, 
 净利润(万元),50680,33217,15678,17389,13640,9475,6783,4810,3224,760, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),5096,2292,1941,1043,852,293,223,153,47,-36, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),5310,2591,3207,2870,999,321,283,228,183,96, 
 无形资产摊销(万元),509,463,342,273,208,114,76,30,6,3, 
 长期待摊费用摊销(万元),301,201,112,62,73,69,71,100,29,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),15,11,-95,31,2,3,0,-3,0,63, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),-515,415,--,597,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),1461,1882,174,-417,331,204,96,43,20,5, 
 投资损失(万元),-11885,-5335,-3816,-575,-580,-87,--,-88,-3,-94, 
 递延所得税资产减少(万元),255,-696,-39,-15,-511,-43,-34,-41,5,-1, 
 递延所得税负债增加(万元),147,-390,792,471,138,--,--,--,--,--, 
 存货的减少(万元),-50,-3,38,-14,6,-9,-17,-5,-4,--, 
 经营性应收项目的减少(万元),-18070,-15889,-6715,-6382,-13027,-3910,-5098,-2664,-874,806, 
 经营性应付项目的增加(万元),18958,13143,7079,2851,712,1009,-625,1460,27,594, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),13,-404,493,389,1524,271,-260,-154,--,--, 
 经营活动产生现金流量净额(万元),52224,31497,19191,18573,4366,7710,1498,3869,2659,2195, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),69819,52523,36365,20147,40312,45519,56081,8573,4245,1742, 
 现金的期初余额(万元),52523,36365,20147,40312,45519,56081,8573,4245,1742,2969, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),17296,16158,16218,-20165,-5207,-10563,47509,4328,2503,-1227, 

