 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),55214,37175,29436,24947,6075, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),2172,910,24,--,--, 
 收到的其他与经营活动有关的现金(万元),2526,1911,1722,882,190, 
 经营活动现金流入小计(万元),59912,39996,31183,25829,6265, 
 购买商品、接受劳务支付的现金(万元),23961,20844,11320,12198,3597, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6900,4747,2873,1648,290, 
 支付的各项税费(万元),7570,7868,4788,2379,259, 
 支付的其他与经营活动有关的现金(万元),6100,4171,3417,3442,1382, 
 经营活动现金流出小计(万元),44531,37629,22397,19668,5527, 
 经营活动产生的现金流量净额(万元),15381,2367,8786,6161,737, 
 收回投资所收到的现金(万元),39190,3000,500,--,--, 
 取得投资收益所收到的现金(万元),443,124,7,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),25,--,--,1951,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,100,1200,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),39658,3224,1707,1951,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3192,1905,7037,724,159, 
 投资所支付的现金(万元),91390,--,3500,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),94582,1905,10537,724,159, 
 投资活动产生的现金流量净额(万元),-54924,1319,-8831,1227,-159, 
 吸收投资收到的现金(万元),51982,--,5000,3000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),0,--,--,--,--, 
 取得借款收到的现金(万元),0,6099,--,2100,--, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--, 
 筹资活动现金流入小计(万元),51982,6099,5000,5100,0, 
 偿还债务支付的现金(万元),6099,--,--,2100,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1146,2690,3000,27,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1020,260,--,--,--, 
 筹资活动现金流出小计(万元),8265,2950,3000,2127,0, 
 筹资活动产生的现金流量净额(万元),43717,3149,2000,2973,0, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--, 
 现金及现金等价物净增加额(万元),4173,6835,1955,10361,578, 
 加:期初现金及现金等价物余额(万元),19880,13045,11089,728,150, 
 期末现金及现金等价物余额(万元),24053,19880,13045,11089,728, 
 净利润(万元),18403,13899,5486,1351,967, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),290,583,-108,5,274, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),583,407,179,87,113, 
 无形资产摊销(万元),246,193,88,1,--, 
 长期待摊费用摊销(万元),232,205,180,132,21, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),4,--,--,-991,-146, 
 固定资产报废损失(万元),--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),157,97,4,27,--, 
 投资损失(万元),-443,-124,-7,--,--, 
 递延所得税资产减少(万元),-45,-123,3,-24,-69, 
 递延所得税负债增加(万元),321,--,--,--,--, 
 存货的减少(万元),-2196,-5011,1661,-3459,110, 
 经营性应收项目的减少(万元),-1292,-11485,3204,951,-4847, 
 经营性应付项目的增加(万元),-879,3725,-4783,4667,4313, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,2880,3413,--, 
 经营活动产生现金流量净额(万元),15381,2367,8786,6161,737, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),24053,19880,13045,11089,728, 
 现金的期初余额(万元),19880,13045,11089,728,150, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),4173,6835,1955,10361,578, 

