 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),267676,--,--,--,--,--,--,27253,--,--,1, 
 收取利息、手续费及佣金的现金(万元),447416,420462,390757,608746,246608,157543,127005,138381,146408,158465,102122, 
 拆入资金净增加额(万元),--,234000,20000,--,209100,34600,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,409910,--,241634,614842,--,100873,--,98950,12587,-8000, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),25721,3982,425348,316864,193550,36263,1481,1244,6292,5697,1433, 
 经营活动现金流入小计(万元),953361,1068354,1175026,1686975,1833252,228405,248987,166878,304945,843359,95556, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),125382,99769,111212,180048,61316,26343,27617,36014,29596,24340,15209, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),139195,141140,139140,108858,56856,44739,40435,40266,37215,24060,19965, 
 支付的各项税费(万元),32650,49422,68644,104186,43747,29588,16200,12895,18747,19225,44794, 
 支付的其他与经营活动有关的现金(万元),357168,240788,56745,41055,105103,31291,47385,38257,33141,23699,22631, 
 经营活动现金流出小计(万元),1049287,1416423,2041391,1556471,905095,493426,233377,863915,427782,210874,403792, 
 经营活动产生的现金流量净额(万元),-95926,-348068,-866365,130504,928157,-265021,15609,-697037,-122837,632485,-308235, 
 收回投资所收到的现金(万元),8569,47040,124453,--,--,--,--,26749,--,--,--, 
 取得投资收益所收到的现金(万元),138439,121944,143289,142932,107054,96392,47772,14104,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),212,--,--,--,--,--,--,--,83,42,50, 
 处置子公司及其他营业单位收到的现金净额(万元),8333,--,--,--,--,200,4000,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,78,7,196,24,18,46,65,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),155552,169062,267750,143128,107079,96610,51818,40918,83,42,50, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6945,6964,10248,6419,5339,3285,3275,14561,11339,5409,4212, 
 投资所支付的现金(万元),92412,45881,--,1261056,289355,57584,505395,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,5600,--,--,--,49,4200,--,--,2481,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),199508,712848,10248,1267475,294694,60918,512870,14561,11339,7889,4212, 
 投资活动产生的现金流量净额(万元),-43955,-543786,257502,-1124348,-187615,35692,-461052,26356,-11256,-7848,-4162, 
 吸收投资收到的现金(万元),--,--,473959,447377,22,--,--,182475,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,2567,--,22,--,--,--,--,--,--, 
 取得借款收到的现金(万元),231516,133746,106925,60000,50000,110000,628000,--,80000,--,--, 
 发行债券收到的现金(万元),1221209,1011407,956044,1880000,714000,228000,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,40943,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),1452725,1145153,1536928,2387377,804965,338000,628000,182475,80000,--,--, 
 偿还债务支付的现金(万元),1145335,617478,979000,869171,642000,260000,105000,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),175761,149847,169699,96030,40796,36949,9475,59311,--,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),1321096,767325,1148699,965201,682796,296949,114475,59311,--,--,--, 
 筹资活动产生的现金流量净额(万元),131629,377828,388229,1422176,122169,41051,513525,123164,80000,--,--, 
 汇率变动对现金及现金等价物的影响(万元),1229,-5147,1827,60,3,-24,-0,-45,-29,-4,-51, 
 现金及现金等价物净增加额(万元),-7024,-519173,-218808,428392,862714,-188302,68082,-547562,-54122,624633,-312448, 
