 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),282760,294477,148763,96365,56216,35083, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),20823,16269,7244,5817,3076,1845, 
 收到的其他与经营活动有关的现金(万元),9951,3793,1951,1205,1033,1122, 
 经营活动现金流入小计(万元),313533,314539,157958,103386,60325,38050, 
 购买商品、接受劳务支付的现金(万元),169633,158304,93451,68453,38076,25160, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),36656,30243,18476,11582,8210,4258, 
 支付的各项税费(万元),20739,20712,6470,3206,1579,734, 
 支付的其他与经营活动有关的现金(万元),12952,11024,3859,2480,1695,1431, 
 经营活动现金流出小计(万元),239980,220283,122256,85722,49560,31583, 
 经营活动产生的现金流量净额(万元),73554,94256,35702,17665,10765,6467, 
 收回投资所收到的现金(万元),443,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),5566,124,86,162,110,22, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),69,--,50,340,1,135, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,586,--,--,--, 
 收到的其他与投资活动有关的现金(万元),170,238,648,--,2987,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6248,362,1370,502,3098,157, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20721,14888,9396,4233,1037,1133, 
 投资所支付的现金(万元),3848,519,808,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),15482,--,--,--,3176,--, 
 支付的其他与投资活动有关的现金(万元),128650,36605,806,543,--,2682, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),168701,52012,11010,4776,4213,3815, 
 投资活动产生的现金流量净额(万元),-162453,-51650,-9640,-4274,-1115,-3659, 
 吸收投资收到的现金(万元),170798,614,411,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),490,614,411,--,--,--, 
 取得借款收到的现金(万元),--,--,6098,13674,21999,17547, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),170798,614,6509,13674,21999,17547, 
 偿还债务支付的现金(万元),--,5000,4674,11481,26402,15921, 
 分配股利、利润或偿付利息所支付的现金(万元),36413,15695,6428,3836,1315,2655, 
 其中：子公司支付给少数股东的股利、利润(万元),--,58,21,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1833,--,--,--,--,--, 
 筹资活动现金流出小计(万元),38246,20695,11103,15317,27716,18576, 
 筹资活动产生的现金流量净额(万元),132553,-20081,-4594,-1643,-5717,-1028, 
 汇率变动对现金及现金等价物的影响(万元),1763,-3514,1677,647,87,-146, 
 现金及现金等价物净增加额(万元),45416,19010,23146,12394,4020,1633, 
 加:期初现金及现金等价物余额(万元),62304,43294,20148,7754,3734,2100, 
 期末现金及现金等价物余额(万元),107720,62304,43294,20148,7754,3734, 
 净利润(万元),81195,98196,44568,16484,11797,6204, 
 少数股东损益(万元),--,--,--,--,--,--, 
