 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),85685,54399,69178,64374,83223,77028,82192,100554,103270,65867,76322,68529,56453,48692,31484, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 收到的税费返还(万元),1008,413,14,154,218,825,511,86,254,27,--,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),221,304,2299,1684,2474,4209,10978,2460,1007,393,2376,237,67,36,10, 
 经营活动现金流入小计(万元),86914,55116,71491,66213,85915,82062,93681,103101,104530,66287,78697,68767,56520,48728,31494, 
 购买商品、接受劳务支付的现金(万元),61104,32607,35599,50433,61398,74522,54268,98348,81975,47167,67827,55794,44416,38417,27734, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0,0, 
 支付给职工以及为职工支付的现金(万元),3708,3290,3224,3199,3544,4953,6268,5929,5141,3561,2989,2187,1217,875,933, 
 支付的各项税费(万元),1600,1558,1373,1240,1851,1207,1893,3710,2854,1273,2872,2572,2032,1628,1117, 
 支付的其他与经营活动有关的现金(万元),8249,6551,6265,8985,10793,10792,7620,12357,6421,4674,4318,3506,3376,2282,1876, 
 经营活动现金流出小计(万元),74661,44006,46460,63857,77585,91474,70050,120344,96392,56675,78007,64059,51042,43203,31659, 
