 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),56991,31256,19492,5619,1456, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),9955,2131,868,7018,803, 
 经营活动现金流入小计(万元),66946,33387,20360,12637,2258, 
 购买商品、接受劳务支付的现金(万元),5432,4566,5479,1460,237, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),14444,9471,6263,2819,1256, 
 支付的各项税费(万元),5950,2818,919,250,61, 
 支付的其他与经营活动有关的现金(万元),19215,4355,2383,9467,938, 
 经营活动现金流出小计(万元),45040,21210,15044,13997,2493, 
 经营活动产生的现金流量净额(万元),21906,12177,5316,-1360,-235, 
 收回投资所收到的现金(万元),179311,231454,47730,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,0,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),11,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),179322,231454,47730,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4211,2283,2166,1355,451, 
 投资所支付的现金(万元),179000,231002,36723,11060,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,48,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),183211,233333,38889,12415,451, 
 投资活动产生的现金流量净额(万元),-3889,-1879,8841,-12415,-451, 
 吸收投资收到的现金(万元),200,--,57049,48557,3072, 
 其中：子公司吸收少数股东投资收到的现金(万元),200,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--, 
 筹资活动现金流入小计(万元),200,0,57049,48557,3072, 
 偿还债务支付的现金(万元),--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),385,485,39307,--,--, 
 筹资活动现金流出小计(万元),385,485,39307,0,0, 
 筹资活动产生的现金流量净额(万元),-185,-485,17742,48557,3072, 
 汇率变动对现金及现金等价物的影响(万元),6,-2,5,66,-10, 
 现金及现金等价物净增加额(万元),17838,9811,31905,34847,2376, 
 加:期初现金及现金等价物余额(万元),79660,69849,37944,3097,721, 
 期末现金及现金等价物余额(万元),97498,79660,69849,37944,3097, 
 净利润(万元),25051,14685,3430,--,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),282,315,-5,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1701,1198,673,--,--, 
 无形资产摊销(万元),57,51,30,--,--, 
 长期待摊费用摊销(万元),39,28,14,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-471,--,--,--, 
 固定资产报废损失(万元),--,5,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),-6,2,-5,--,--, 
 投资损失(万元),-2053,-1253,-277,--,--, 
 递延所得税资产减少(万元),-25,-53,-24,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-151,-79,-4,--,--, 
 经营性应收项目的减少(万元),-7080,-8491,3161,--,--, 
 经营性应付项目的增加(万元),4090,6240,-1761,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,83,--,--, 
 经营活动产生现金流量净额(万元),21906,12177,5316,--,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),97498,79660,69849,37944,3097, 
 现金的期初余额(万元),79660,69849,37944,3097,721, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),17838,9811,31905,34847,2376, 

